=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 17:55:50 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 6:1:51          74.75                 6.90               6               0.58
2021/3/11 (Thursday) 6:1:52          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 6:1:53          74.86                 6.94               10               0.57
2021/3/11 (Thursday) 6:1:54          74.75                 6.90               6               0.64
2021/3/11 (Thursday) 6:1:55          74.86                 6.90               6               0.58
2021/3/11 (Thursday) 6:1:56          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:1:57          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:1:58          74.86                 6.92               6               0.56
2021/3/11 (Thursday) 6:1:59          74.86                 6.89               12               0.64
2021/3/11 (Thursday) 6:2:0          74.86                 6.90               4               0.57
2021/3/11 (Thursday) 6:2:1          74.86                 6.89               4               0.64
2021/3/11 (Thursday) 6:2:2          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:2:3          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:2:4          74.86                 6.90               8               0.58
2021/3/11 (Thursday) 6:2:5          74.86                 6.92               4               0.63
2021/3/11 (Thursday) 6:2:6          74.86                 6.89               10               0.63
2021/3/11 (Thursday) 6:2:7          74.86                 6.92               6               0.57
2021/3/11 (Thursday) 6:2:8          74.97                 6.90               6               0.65
2021/3/11 (Thursday) 6:2:9          74.86                 6.94               10               0.57
2021/3/11 (Thursday) 6:2:10          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:2:11          74.86                 6.90               8               0.57
2021/3/11 (Thursday) 6:2:12          74.75                 6.90               6               0.63
2021/3/11 (Thursday) 6:2:13          74.86                 6.90               10               0.56
2021/3/11 (Thursday) 6:2:14          74.86                 6.92               4               0.57
2021/3/11 (Thursday) 6:2:15          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:2:16          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:2:17          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:2:18          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:2:19          74.75                 6.96               4               0.63
2021/3/11 (Thursday) 6:2:20          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:2:21          74.75                 6.92               6               0.58
2021/3/11 (Thursday) 6:2:22          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:2:23          74.86                 6.92               4               0.57
2021/3/11 (Thursday) 6:2:24          74.86                 6.89               6               0.65
2021/3/11 (Thursday) 6:2:25          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 6:2:26          74.86                 6.90               4               0.63
2021/3/11 (Thursday) 6:2:27          74.86                 6.89               10               0.56
2021/3/11 (Thursday) 6:2:28          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:2:29          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:2:30          74.86                 6.94               4               0.59
2021/3/11 (Thursday) 6:2:31          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 6:2:32          74.86                 6.94               8               0.57
2021/3/11 (Thursday) 6:2:33          74.86                 6.90               8               0.63
2021/3/11 (Thursday) 6:2:34          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:2:35          74.75                 6.94               6               0.64
2021/3/11 (Thursday) 6:2:36          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 6:2:37          74.86                 6.92               4               0.59
2021/3/11 (Thursday) 6:2:38          74.86                 6.89               10               0.65
2021/3/11 (Thursday) 6:2:39          74.86                 6.90               8               0.57
2021/3/11 (Thursday) 6:2:40          74.86                 6.89               6               0.64
2021/3/11 (Thursday) 6:2:41          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 6:2:42          74.86                 6.92               2               0.65
2021/3/11 (Thursday) 6:2:43          74.97                 6.90               10               0.59
2021/3/11 (Thursday) 6:2:44          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 6:2:45          74.86                 6.89               10               0.64
2021/3/11 (Thursday) 6:2:46          74.86                 6.94               4               0.55
2021/3/11 (Thursday) 6:2:47          74.86                 6.92               2               0.64
2021/3/11 (Thursday) 6:2:48          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:2:49          74.75                 6.92               6               0.65
2021/3/11 (Thursday) 6:2:50          74.86                 6.90               12               0.57
2021/3/11 (Thursday) 6:2:51          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 6:2:52          74.86                 6.90               10               0.61
2021/3/11 (Thursday) 6:2:53          74.86                 6.90               6               0.56
2021/3/11 (Thursday) 6:2:54          74.86                 6.89               10               0.63
2021/3/11 (Thursday) 6:2:55          74.86                 6.92               12               0.58
2021/3/11 (Thursday) 6:2:56          74.75                 6.90               6               0.65
2021/3/11 (Thursday) 6:2:57          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 6:2:58          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:2:59          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:3:0          74.75                 6.92               6               0.57
2021/3/11 (Thursday) 6:3:1          74.86                 6.89               8               0.64
2021/3/11 (Thursday) 6:3:2          74.86                 6.94               4               0.57
2021/3/11 (Thursday) 6:3:3          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:3:4          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 6:3:5          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:3:6          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:3:7          74.75                 6.92               6               0.63
2021/3/11 (Thursday) 6:3:8          74.86                 6.90               8               0.64
2021/3/11 (Thursday) 6:3:9          74.75                 6.92               4               0.57
2021/3/11 (Thursday) 6:3:10          74.86                 6.89               10               0.65
2021/3/11 (Thursday) 6:3:11          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:3:12          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 6:3:13          74.86                 6.92               12               0.57
2021/3/11 (Thursday) 6:3:14          74.86                 6.94               4               0.63
2021/3/11 (Thursday) 6:3:15          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:3:16          74.86                 6.94               6               0.58
2021/3/11 (Thursday) 6:3:17          74.86                 6.89               10               0.65
2021/3/11 (Thursday) 6:3:18          74.86                 6.92               12               0.59
2021/3/11 (Thursday) 6:3:19          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:3:20          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:3:21          74.86                 6.92               4               0.63
2021/3/11 (Thursday) 6:3:22          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:3:23          74.86                 6.94               4               0.65
2021/3/11 (Thursday) 6:3:24          74.86                 6.90               12               0.65
2021/3/11 (Thursday) 6:3:25          74.86                 6.94               6               0.59
2021/3/11 (Thursday) 6:3:26          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:3:27          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 6:3:28          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 6:3:29          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:3:30          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:3:31          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:3:32          74.86                 6.92               6               0.59
2021/3/11 (Thursday) 6:3:33          74.86                 6.90               15               0.65
2021/3/11 (Thursday) 6:3:34          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:3:35          74.86                 6.90               6               0.63
2021/3/11 (Thursday) 6:3:36          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:3:37          74.86                 6.90               2               0.66
2021/3/11 (Thursday) 6:3:38          74.86                 6.90               12               0.59
2021/3/11 (Thursday) 6:3:39          74.86                 6.92               6               0.59
2021/3/11 (Thursday) 6:3:40          74.86                 6.92               10               0.65
2021/3/11 (Thursday) 6:3:41          74.86                 6.92               6               0.57
2021/3/11 (Thursday) 6:3:42          74.86                 6.92               6               0.63
2021/3/11 (Thursday) 6:3:43          74.86                 6.94               8               0.57
2021/3/11 (Thursday) 6:3:44          74.86                 6.92               6               0.66
2021/3/11 (Thursday) 6:3:45          74.86                 6.89               8               0.58
2021/3/11 (Thursday) 6:3:46          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 6:3:47          74.86                 6.89               10               0.63
2021/3/11 (Thursday) 6:3:48          74.75                 6.92               4               0.55
2021/3/11 (Thursday) 6:3:49          74.86                 6.89               6               0.64
2021/3/11 (Thursday) 6:3:50          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:3:51          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 6:3:52          74.86                 6.90               12               0.58
2021/3/11 (Thursday) 6:3:53          74.86                 6.92               6               0.64
2021/3/11 (Thursday) 6:3:54          74.86                 6.87               10               0.57
2021/3/11 (Thursday) 6:3:55          74.75                 6.94               4               0.56
2021/3/11 (Thursday) 6:3:56          74.86                 6.90               8               0.64
2021/3/11 (Thursday) 6:3:57          74.86                 6.94               8               0.58
2021/3/11 (Thursday) 6:3:58          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:3:59          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 6:4:0          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 6:4:1          74.86                 6.90               8               0.58
2021/3/11 (Thursday) 6:4:2          74.86                 6.90               4               0.56
2021/3/11 (Thursday) 6:4:3          74.86                 6.90               12               0.63
2021/3/11 (Thursday) 6:4:4          74.86                 6.92               6               0.58
2021/3/11 (Thursday) 6:4:5          74.86                 6.89               4               0.65
2021/3/11 (Thursday) 6:4:6          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:4:7          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:4:8          74.86                 6.89               8               0.59
2021/3/11 (Thursday) 6:4:9          74.86                 6.94               4               0.63
2021/3/11 (Thursday) 6:4:10          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:4:11          74.86                 6.94               4               0.57
2021/3/11 (Thursday) 6:4:12          74.86                 6.90               8               0.64
2021/3/11 (Thursday) 6:4:13          74.75                 6.94               8               0.57
2021/3/11 (Thursday) 6:4:14          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:4:15          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 6:4:16          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:4:17          74.86                 6.92               10               0.56
2021/3/11 (Thursday) 6:4:18          74.86                 6.90               6               0.57
2021/3/11 (Thursday) 6:4:19          74.86                 6.89               10               0.63
2021/3/11 (Thursday) 6:4:20          74.86                 6.92               2               0.57
2021/3/11 (Thursday) 6:4:21          74.86                 6.89               4               0.65
2021/3/11 (Thursday) 6:4:22          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 6:4:23          74.75                 6.90               4               0.65
2021/3/11 (Thursday) 6:4:24          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:4:25          74.75                 6.92               6               0.64
2021/3/11 (Thursday) 6:4:26          74.86                 6.90               8               0.63
2021/3/11 (Thursday) 6:4:27          74.75                 6.94               4               0.57
2021/3/11 (Thursday) 6:4:28          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:4:29          74.86                 6.90               12               0.60
2021/3/11 (Thursday) 6:4:30          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 6:4:31          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:4:32          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:4:33          74.86                 6.89               10               0.57
2021/3/11 (Thursday) 6:4:34          74.86                 6.90               4               0.57
2021/3/11 (Thursday) 6:4:35          74.86                 6.90               12               0.65
2021/3/11 (Thursday) 6:4:36          74.86                 6.92               10               0.58
2021/3/11 (Thursday) 6:4:37          74.86                 6.89               4               0.66
2021/3/11 (Thursday) 6:4:38          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 6:4:39          74.86                 6.90               4               0.64
2021/3/11 (Thursday) 6:4:40          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 6:4:41          74.75                 6.94               6               0.58
2021/3/11 (Thursday) 6:4:42          74.86                 6.89               10               0.65
2021/3/11 (Thursday) 6:4:43          74.86                 6.92               4               0.59
2021/3/11 (Thursday) 6:4:44          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:4:45          74.86                 6.92               10               0.56
2021/3/11 (Thursday) 6:4:46          74.75                 6.92               4               0.64
2021/3/11 (Thursday) 6:4:47          74.86                 6.87               10               0.56
2021/3/11 (Thursday) 6:4:48          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:4:49          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:4:50          74.75                 6.92               4               0.58
2021/3/11 (Thursday) 6:4:51          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:4:52          74.75                 6.94               8               0.57
2021/3/11 (Thursday) 6:4:53          74.86                 6.92               4               0.63
2021/3/11 (Thursday) 6:4:54          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:4:55          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:4:56          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 6:4:57          74.75                 6.92               6               0.59
2021/3/11 (Thursday) 6:4:58          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:4:59          74.86                 6.92               8               0.56
2021/3/11 (Thursday) 6:5:0          74.75                 6.89               8               0.63
2021/3/11 (Thursday) 6:5:1          74.75                 6.90               10               0.57
2021/3/11 (Thursday) 6:5:2          74.75                 6.92               4               0.64
2021/3/11 (Thursday) 6:5:3          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 6:5:4          74.75                 6.92               6               0.66
2021/3/11 (Thursday) 6:5:5          74.86                 6.90               12               0.65
2021/3/11 (Thursday) 6:5:6          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 6:5:7          74.86                 6.90               6               0.63
2021/3/11 (Thursday) 6:5:8          74.75                 6.94               8               0.57
2021/3/11 (Thursday) 6:5:9          74.86                 6.90               6               0.64
2021/3/11 (Thursday) 6:5:10          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 6:5:11          74.75                 6.92               2               0.66
2021/3/11 (Thursday) 6:5:12          74.86                 6.90               8               0.66
2021/3/11 (Thursday) 6:5:13          74.86                 6.92               4               0.57
2021/3/11 (Thursday) 6:5:14          74.86                 6.89               8               0.63
2021/3/11 (Thursday) 6:5:15          74.86                 6.90               10               0.56
2021/3/11 (Thursday) 6:5:16          74.75                 6.89               4               0.65
2021/3/11 (Thursday) 6:5:17          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:5:18          74.86                 6.92               6               0.66
2021/3/11 (Thursday) 6:5:19          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 6:5:20          74.86                 6.92               6               0.57
2021/3/11 (Thursday) 6:5:21          74.86                 6.92               10               0.64
2021/3/11 (Thursday) 6:5:22          74.75                 6.94               4               0.56
2021/3/11 (Thursday) 6:5:23          74.75                 6.89               4               0.65
2021/3/11 (Thursday) 6:5:24          74.86                 6.92               10               0.58
2021/3/11 (Thursday) 6:5:25          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:5:26          74.86                 6.87               10               0.59
2021/3/11 (Thursday) 6:5:27          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:5:28          74.86                 6.89               8               0.64
2021/3/11 (Thursday) 6:5:29          74.75                 6.92               6               0.57
2021/3/11 (Thursday) 6:5:30          74.86                 6.89               8               0.65
2021/3/11 (Thursday) 6:5:31          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 6:5:32          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:5:33          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:5:34          
