=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 17:04:26 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 5:6:19          74.86                 6.96               8               0.67
2021/3/11 (Thursday) 5:6:20          74.75                 6.97               6               0.63
2021/3/11 (Thursday) 5:6:21          74.86                 6.96               10               0.68
2021/3/11 (Thursday) 5:6:22          74.86                 6.96               10               0.63
2021/3/11 (Thursday) 5:6:23          74.75                 6.96               4               0.67
2021/3/11 (Thursday) 5:6:24          74.86                 6.97               8               0.62
2021/3/11 (Thursday) 5:6:25          74.86                 6.96               6               0.67
2021/3/11 (Thursday) 5:6:26          74.86                 6.97               8               0.61
2021/3/11 (Thursday) 5:6:27          74.75                 6.96               4               0.63
2021/3/11 (Thursday) 5:6:28          74.86                 6.94               10               0.69
2021/3/11 (Thursday) 5:6:29          74.75                 6.97               10               0.63
2021/3/11 (Thursday) 5:6:30          74.86                 6.97               4               0.67
2021/3/11 (Thursday) 5:6:31          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 5:6:32          74.86                 6.96               6               0.66
2021/3/11 (Thursday) 5:6:33          74.86                 6.94               12               0.63
2021/3/11 (Thursday) 5:6:34          74.75                 6.94               4               0.67
2021/3/11 (Thursday) 5:6:35          74.86                 6.96               10               0.68
2021/3/11 (Thursday) 5:6:36          74.86                 6.96               4               0.62
2021/3/11 (Thursday) 5:6:37          74.86                 6.96               6               0.68
2021/3/11 (Thursday) 5:6:38          74.86                 6.96               10               0.60
2021/3/11 (Thursday) 5:6:39          74.86                 6.96               4               0.66
2021/3/11 (Thursday) 5:6:40          74.86                 6.96               8               0.61
2021/3/11 (Thursday) 5:6:41          74.86                 6.96               4               0.66
2021/3/11 (Thursday) 5:6:42          74.86                 6.96               10               0.63
2021/3/11 (Thursday) 5:6:43          74.86                 6.97               6               0.63
2021/3/11 (Thursday) 5:6:44          74.86                 6.96               12               0.66
2021/3/11 (Thursday) 5:6:45          74.86                 6.96               8               0.61
2021/3/11 (Thursday) 5:6:46          74.86                 6.94               8               0.66
2021/3/11 (Thursday) 5:6:47          74.86                 6.96               10               0.61
2021/3/11 (Thursday) 5:6:48          74.86                 6.96               4               0.67
2021/3/11 (Thursday) 5:6:49          74.86                 6.94               8               0.62
2021/3/11 (Thursday) 5:6:50          74.86                 6.96               2               0.63
2021/3/11 (Thursday) 5:6:51          74.86                 6.96               8               0.68
2021/3/11 (Thursday) 5:6:52          74.86                 6.94               6               0.62
2021/3/11 (Thursday) 5:6:53          74.86                 6.96               4               0.66
2021/3/11 (Thursday) 5:6:54          74.97                 6.97               10               0.61
2021/3/11 (Thursday) 5:6:55          74.75                 6.96               6               0.65
2021/3/11 (Thursday) 5:6:56          74.75                 6.97               10               0.61
2021/3/11 (Thursday) 5:6:57          74.75                 6.94               6               0.66
2021/3/11 (Thursday) 5:6:58          74.75                 6.97               8               0.68
2021/3/11 (Thursday) 5:6:59          74.75                 6.94               6               0.62
2021/3/11 (Thursday) 5:7:0          74.86                 6.92               6               0.68
2021/3/11 (Thursday) 5:7:1          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 5:7:2          74.75                 6.96               4               0.67
2021/3/11 (Thursday) 5:7:3          74.86                 6.94               12               0.61
2021/3/11 (Thursday) 5:7:4          74.75                 6.94               8               0.66
2021/3/11 (Thursday) 5:7:5          74.86                 6.96               10               0.61
2021/3/11 (Thursday) 5:7:6          74.86                 6.96               4               0.62
2021/3/11 (Thursday) 5:7:7          74.86                 6.92               8               0.67
2021/3/11 (Thursday) 5:7:8          74.86                 6.94               8               0.63
2021/3/11 (Thursday) 5:7:9          74.86                 6.92               6               0.69
2021/3/11 (Thursday) 5:7:10          74.86                 6.94               10               0.63
2021/3/11 (Thursday) 5:7:11          74.86                 6.96               2               0.68
2021/3/11 (Thursday) 5:7:12          74.86                 6.96               10               0.61
2021/3/11 (Thursday) 5:7:13          74.86                 6.96               4               0.61
2021/3/11 (Thursday) 5:7:14          74.86                 6.94               8               0.66
2021/3/11 (Thursday) 5:7:15          74.86                 6.96               4               0.60
2021/3/11 (Thursday) 5:7:16          74.86                 6.96               2               0.66
2021/3/11 (Thursday) 5:7:17          74.86                 6.94               15               0.61
2021/3/11 (Thursday) 5:7:18          74.86                 6.90               4               0.67
2021/3/11 (Thursday) 5:7:19          74.86                 6.94               6               0.63
2021/3/11 (Thursday) 5:7:20          74.86                 6.94               4               0.68
2021/3/11 (Thursday) 5:7:21          74.86                 6.94               10               0.66
2021/3/11 (Thursday) 5:7:22          74.86                 6.94               4               0.61
2021/3/11 (Thursday) 5:7:23          74.86                 6.96               10               0.66
2021/3/11 (Thursday) 5:7:24          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 5:7:25          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 5:7:26          74.97                 6.92               8               0.59
2021/3/11 (Thursday) 5:7:27          74.86                 6.94               6               0.66
2021/3/11 (Thursday) 5:7:28          74.86                 6.92               10               0.62
2021/3/11 (Thursday) 5:7:29          74.75                 6.92               6               0.61
2021/3/11 (Thursday) 5:7:30          74.97                 6.96               8               0.68
2021/3/11 (Thursday) 5:7:31          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 5:7:32          74.86                 6.92               6               0.67
2021/3/11 (Thursday) 5:7:33          74.86                 6.96               10               0.60
2021/3/11 (Thursday) 5:7:34          74.86                 6.97               6               0.66
2021/3/11 (Thursday) 5:7:35          74.86                 6.94               15               0.59
2021/3/11 (Thursday) 5:7:36          74.86                 6.94               6               0.65
2021/3/11 (Thursday) 5:7:37          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 5:7:38          74.86                 6.96               6               0.59
2021/3/11 (Thursday) 5:7:39          74.86                 6.94               6               0.65
2021/3/11 (Thursday) 5:7:40          74.86                 6.96               10               0.61
2021/3/11 (Thursday) 5:7:41          74.86                 6.94               6               0.66
2021/3/11 (Thursday) 5:7:42          74.86                 6.92               8               0.61
2021/3/11 (Thursday) 5:7:43          74.86                 6.96               4               0.67
2021/3/11 (Thursday) 5:7:44          74.97                 6.90               10               0.63
2021/3/11 (Thursday) 5:7:45          74.86                 6.94               4               0.59
2021/3/11 (Thursday) 5:7:46          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 5:7:47          74.86                 6.94               6               0.59
2021/3/11 (Thursday) 5:7:48          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 5:7:49          74.86                 6.92               8               0.59
2021/3/11 (Thursday) 5:7:50          74.86                 6.94               4               0.65
2021/3/11 (Thursday) 5:7:51          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 5:7:52          74.86                 6.90               6               0.59
2021/3/11 (Thursday) 5:7:53          74.86                 6.92               8               0.66
2021/3/11 (Thursday) 5:7:54          74.86                 6.94               8               0.59
2021/3/11 (Thursday) 5:7:55          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 5:7:56          74.97                 6.94               12               0.60
2021/3/11 (Thursday) 5:7:57          74.86                 6.92               6               0.66
2021/3/11 (Thursday) 5:7:58          74.97                 6.92               10               0.61
2021/3/11 (Thursday) 5:7:59          74.86                 6.94               8               0.66
2021/3/11 (Thursday) 5:8:0          74.86                 6.94               12               0.67
2021/3/11 (Thursday) 5:8:1          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 5:8:2          74.86                 6.92               12               0.66
2021/3/11 (Thursday) 5:8:3          74.86                 6.94               12               0.58
2021/3/11 (Thursday) 5:8:4          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 5:8:5          74.97                 6.94               10               0.59
2021/3/11 (Thursday) 5:8:6          74.86                 6.96               6               0.65
2021/3/11 (Thursday) 5:8:7          74.86                 6.90               12               0.59
2021/3/11 (Thursday) 5:8:8          74.86                 6.94               4               0.60
2021/3/11 (Thursday) 5:8:9          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 5:8:10          74.86                 6.94               8               0.61
2021/3/11 (Thursday) 5:8:11          74.86                 6.92               6               0.67
2021/3/11 (Thursday) 5:8:12          74.86                 6.94               8               0.60
2021/3/11 (Thursday) 5:8:13          74.86                 6.94               6               0.65
2021/3/11 (Thursday) 5:8:14          74.86                 6.94               10               0.60
2021/3/11 (Thursday) 5:8:15          74.86                 6.92               6               0.66
2021/3/11 (Thursday) 5:8:16          74.86                 6.90               8               0.66
2021/3/11 (Thursday) 5:8:17          74.86                 6.94               6               0.59
2021/3/11 (Thursday) 5:8:18          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 5:8:19          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 5:8:20          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 5:8:21          74.86                 6.90               10               0.61
2021/3/11 (Thursday) 5:8:22          74.86                 6.92               6               0.66
2021/3/11 (Thursday) 5:8:23          74.86                 6.89               10               0.67
2021/3/11 (Thursday) 5:8:24          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 5:8:25          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 5:8:26          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 5:8:27          74.75                 6.94               6               0.65
2021/3/11 (Thursday) 5:8:28          74.86                 6.92               10               0.58
2021/3/11 (Thursday) 5:8:29          74.75                 6.94               6               0.65
2021/3/11 (Thursday) 5:8:30          74.86                 6.92               12               0.60
2021/3/11 (Thursday) 5:8:31          74.86                 6.96               4               0.60
2021/3/11 (Thursday) 5:8:32          74.86                 6.92               10               0.68
2021/3/11 (Thursday) 5:8:33          74.86                 6.94               6               0.60
2021/3/11 (Thursday) 5:8:34          74.86                 6.92               6               0.68
2021/3/11 (Thursday) 5:8:35          74.86                 6.92               12               0.59
2021/3/11 (Thursday) 5:8:36          74.86                 6.94               4               0.66
2021/3/11 (Thursday) 5:8:37          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 5:8:38          74.86                 6.94               4               0.65
2021/3/11 (Thursday) 5:8:39          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 5:8:40          74.86                 6.94               8               0.45
2021/3/11 (Thursday) 5:8:41          74.86                 6.90               8               0.67
2021/3/11 (Thursday) 5:8:42          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 5:8:43          74.86                 6.90               4               0.68
2021/3/11 (Thursday) 5:8:44          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 5:8:45          74.86                 6.94               6               0.67
2021/3/11 (Thursday) 5:8:46          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 5:8:47          74.86                 6.94               4               0.60
2021/3/11 (Thursday) 5:8:48          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 5:8:49          74.86                 6.96               8               0.58
2021/3/11 (Thursday) 5:8:50          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 5:8:51          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 5:8:52          74.75                 6.94               4               0.67
2021/3/11 (Thursday) 5:8:53          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 5:8:54          74.86                 6.94               6               0.61
2021/3/11 (Thursday) 5:8:55          74.97                 6.90               10               0.66
2021/3/11 (Thursday) 5:8:56          74.86                 6.92               4               0.59
2021/3/11 (Thursday) 5:8:57          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 5:8:58          74.86                 6.94               8               0.60
2021/3/11 (Thursday) 5:8:59          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 5:9:0          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 5:9:1          74.86                 6.96               4               0.67
2021/3/11 (Thursday) 5:9:2          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 5:9:3          74.75                 6.94               6               0.61
2021/3/11 (Thursday) 5:9:4          74.86                 6.94               8               0.66
2021/3/11 (Thursday) 5:9:5          74.86                 6.94               10               0.58
2021/3/11 (Thursday) 5:9:6          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 5:9:7          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 5:9:8          74.86                 6.94               6               0.66
2021/3/11 (Thursday) 5:9:9          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 5:9:10          74.75                 6.92               4               0.61
2021/3/11 (Thursday) 5:9:11          74.86                 6.89               8               0.68
2021/3/11 (Thursday) 5:9:12          74.75                 6.94               6               0.60
2021/3/11 (Thursday) 5:9:13          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 5:9:14          74.86                 6.92               10               0.58
2021/3/11 (Thursday) 5:9:15          74.86                 6.92               6               0.66
2021/3/11 (Thursday) 5:9:16          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 5:9:17          74.86                 6.92               8               0.67
2021/3/11 (Thursday) 5:9:18          74.86                 6.90               8               0.67
2021/3/11 (Thursday) 5:9:19          74.86                 6.94               6               0.61
2021/3/11 (Thursday) 5:9:20          74.86                 6.89               4               0.65
2021/3/11 (Thursday) 5:9:21          74.86                 6.94               12               0.59
2021/3/11 (Thursday) 5:9:22          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 5:9:23          74.86                 6.92               12               0.58
2021/3/11 (Thursday) 5:9:24          74.86                 6.94               4               0.65
2021/3/11 (Thursday) 5:9:25          74.86                 6.94               12               0.61
2021/3/11 (Thursday) 5:9:26          74.75                 6.94               6               0.61
2021/3/11 (Thursday) 5:9:27          74.86                 6.92               12               0.66
2021/3/11 (Thursday) 5:9:28          74.86                 6.94               10               0.60
2021/3/11 (Thursday) 5:9:29          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 5:9:30          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 5:9:31          74.86                 6.92               6               0.66
2021/3/11 (Thursday) 5:9:32          74.86                 6.90               8               0.59
2021/3/11 (Thursday) 5:9:33          74.86                 6.92               4               0.59
2021/3/11 (Thursday) 5:9:34          74.86                 6.90               10               0.68
2021/3/11 (Thursday) 5:9:35          74.86                 6.92               6               0.60
2021/3/11 (Thursday) 5:9:36          74.86                 6.92               2               0.68
2021/3/11 (Thursday) 5:9:37          74.97                 6.94               10               0.59
2021/3/11 (Thursday) 5:9:38          74.75                 6.94               4               0.65
2021/3/11 (Thursday) 5:9:39          74.75                 6.92               10               0.59
2021/3/11 (Thursday) 5:9:40          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 5:9:41          74.75                 6.94               10               0.66
2021/3/11 (Thursday) 5:9:42          74.86                 6.94               6               0.59
2021/3/11 (Thursday) 5:9:43          74.86                 6.92               8               0.66
2021/3/11 (Thursday) 5:9:44          74.75                 6.94               10               0.60
2021/3/11 (Thursday) 5:9:45          74.75                 6.92               4               0.67
2021/3/11 (Thursday) 5:9:46          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 5:9:47          74.86                 6.90               4               0.67
2021/3/11 (Thursday) 5:9:48          74.86                 6.90               12               0.59
2021/3/11 (Thursday) 5:9:49          74.86                 6.92               6               0.57
2021/3/11 (Thursday) 5:9:50          74.86                 6.90               10               0.66
2021/3/11 (Thursday) 5:9:51          74.86                 6.92               12               0.59
2021/3/11 (Thursday) 5:9:52          74.86                 6.92               4               0.67
2021/3/11 (Thursday) 5:9:53          74.86                 6.92               8               0.61
2021/3/11 (Thursday) 5:9:54          74.86                 6.92               6               0.68
2021/3/11 (Thursday) 5:9:55          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 5:9:56          74.86                 6.94               6               0.66
2021/3/11 (Thursday) 5:9:57          74.86                 6.90               12               0.65
2021/3/11 (Thursday) 5:9:58          74.86                 6.96               4               0.58
2021/3/11 (Thursday) 5:9:59          74.86                 6.94               6               0.66
2021/3/11 (Thursday) 5:10:0          74.86                 6.94               8               0.59
2021/3/11 (Thursday) 5:10:1          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 5:10:2          74.75                 6.92               10               0.62
2021/3/11 (Thursday) 5:10:3          74.86                 6.92               6               0.67
2021/3/11 (Thursday) 5:10:4          74.86                 6.90               8               0.67
2021/3/11 (Thursday) 5:10:5          74.75                 6.94               4               0.61
2021/3/11 (Thursday) 5:10:6          74.86                 6.90               10               0.66
2021/3/11 (Thursday) 5:10:7          74.75                 6.92               10               0.59
2021/3/11 (Thursday) 5:10:8          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 5:10:9          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 5:10:10          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 5:10:11          74.86                 6.89               8               0.61
2021/3/11 (Thursday) 5:10:12          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 5:10:13          74.86                 6.90               10               0.68
2021/3/11 (Thursday) 5:10:14          74.86                 6.92               8               0.61
2021/3/11 (Thursday) 5:10:15          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 5:10:16          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 5:10:17          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 5:10:18          74.86                 6.94               12               0.60
2021/3/11 (Thursday) 5:10:19          74.86                 6.96               4               0.65
2021/3/11 (Thursday) 5:10:20          74.86                 6.92               12               0.67
2021/3/11 (Thursday) 5:10:21          74.86                 6.94               6               0.59
2021/3/11 (Thursday) 5:10:22          74.86                 6.94               4               0.67
2021/3/11 (Thursday) 5:10:23          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 5:10:24          74.86                 6.92               6               0.68
2021/3/11 (Thursday) 5:10:25          74.86                 6.92               8               0.61
2021/3/11 (Thursday) 5:10:26          74.86                 6.94               6               0.66
2021/3/11 (Thursday) 5:10:27          74.97                 6.90               12               0.59
2021/3/11 (Thursday) 5:10:28          74.86                 6.90               4               0.59
2021/3/11 (Thursday) 5:10:29          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 5:10:30          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 5:10:31          74.75                 6.94               6               0.67
2021/3/11 (Thursday) 5:10:32          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 5:10:34          74.86                 6.92               4               0.68
