=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 17:43:13 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 5:43:24          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:43:25          75.09                 6.97               6               0.68
2021/3/11 (Thursday) 5:43:26          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:43:27          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:43:28          74.97                 6.97               10               0.68
2021/3/11 (Thursday) 5:43:29          74.97                 6.97               4               0.63
2021/3/11 (Thursday) 5:43:30          74.97                 6.97               10               0.66
2021/3/11 (Thursday) 5:43:31          74.97                 6.97               10               0.62
2021/3/11 (Thursday) 5:43:32          74.97                 6.99               4               0.66
2021/3/11 (Thursday) 5:43:33          75.09                 6.96               8               0.63
2021/3/11 (Thursday) 5:43:34          74.97                 6.96               6               0.67
2021/3/11 (Thursday) 5:43:35          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:43:36          74.97                 6.96               6               0.63
2021/3/11 (Thursday) 5:43:37          75.09                 6.97               8               0.68
2021/3/11 (Thursday) 5:43:38          74.97                 6.97               8               0.65
2021/3/11 (Thursday) 5:43:39          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:43:40          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:43:41          75.09                 6.96               4               0.68
2021/3/11 (Thursday) 5:43:42          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:43:43          75.09                 6.96               2               0.67
2021/3/11 (Thursday) 5:43:44          75.09                 6.97               10               0.66
2021/3/11 (Thursday) 5:43:45          74.97                 6.96               8               0.63
2021/3/11 (Thursday) 5:43:46          75.09                 6.96               4               0.67
2021/3/11 (Thursday) 5:43:47          75.09                 6.96               8               0.64
2021/3/11 (Thursday) 5:43:48          74.97                 6.96               4               0.67
2021/3/11 (Thursday) 5:43:49          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:43:50          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:43:51          74.97                 6.96               10               0.67
2021/3/11 (Thursday) 5:43:52          74.97                 6.97               6               0.65
2021/3/11 (Thursday) 5:43:53          75.09                 6.97               8               0.68
2021/3/11 (Thursday) 5:43:54          75.09                 6.97               12               0.63
2021/3/11 (Thursday) 5:43:55          75.09                 6.94               4               0.68
2021/3/11 (Thursday) 5:43:56          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:43:57          75.09                 6.96               4               0.66
2021/3/11 (Thursday) 5:43:58          74.97                 6.97               8               0.63
2021/3/11 (Thursday) 5:43:59          74.97                 6.99               4               0.63
2021/3/11 (Thursday) 5:44:0          74.97                 6.99               8               0.67
2021/3/11 (Thursday) 5:44:1          75.09                 6.96               4               0.64
2021/3/11 (Thursday) 5:44:2          74.97                 6.96               6               0.69
2021/3/11 (Thursday) 5:44:3          74.97                 6.97               10               0.64
2021/3/11 (Thursday) 5:44:4          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:44:5          75.09                 6.97               10               0.64
2021/3/11 (Thursday) 5:44:6          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:44:7          74.97                 6.96               8               0.67
2021/3/11 (Thursday) 5:44:8          74.97                 6.96               4               0.62
2021/3/11 (Thursday) 5:44:9          75.09                 6.96               8               0.67
2021/3/11 (Thursday) 5:44:10          75.09                 6.96               10               0.64
2021/3/11 (Thursday) 5:44:11          75.09                 6.97               4               0.68
2021/3/11 (Thursday) 5:44:12          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:44:13          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:44:14          75.09                 6.99               10               0.65
2021/3/11 (Thursday) 5:44:15          74.97                 6.96               2               0.64
2021/3/11 (Thursday) 5:44:16          75.09                 6.97               8               0.68
2021/3/11 (Thursday) 5:44:17          75.09                 6.97               8               0.63
2021/3/11 (Thursday) 5:44:18          75.09                 6.97               2               0.67
2021/3/11 (Thursday) 5:44:19          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:44:20          75.09                 6.97               4               0.68
2021/3/11 (Thursday) 5:44:21          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:44:22          75.09                 6.97               6               0.69
2021/3/11 (Thursday) 5:44:23          75.09                 6.97               8               0.70
2021/3/11 (Thursday) 5:44:24          75.09                 6.97               6               0.65
2021/3/11 (Thursday) 5:44:25          74.97                 6.99               6               0.68
2021/3/11 (Thursday) 5:44:26          74.97                 6.97               10               0.63
2021/3/11 (Thursday) 5:44:27          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:44:28          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:44:29          74.97                 6.94               4               0.67
2021/3/11 (Thursday) 5:44:30          75.09                 6.96               10               0.67
2021/3/11 (Thursday) 5:44:31          75.09                 6.96               4               0.63
2021/3/11 (Thursday) 5:44:32          75.09                 6.97               10               0.67
2021/3/11 (Thursday) 5:44:33          75.09                 6.96               8               0.63
2021/3/11 (Thursday) 5:44:34          75.09                 6.94               6               0.68
2021/3/11 (Thursday) 5:44:35          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:44:36          75.09                 6.97               4               0.68
2021/3/11 (Thursday) 5:44:37          75.09                 6.94               8               0.65
2021/3/11 (Thursday) 5:44:38          75.09                 6.96               6               0.64
2021/3/11 (Thursday) 5:44:39          75.09                 6.96               12               0.68
2021/3/11 (Thursday) 5:44:40          75.09                 6.94               6               0.64
2021/3/11 (Thursday) 5:44:41          75.09                 6.99               4               0.67
2021/3/11 (Thursday) 5:44:42          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:44:43          75.09                 6.96               6               0.67
2021/3/11 (Thursday) 5:44:44          75.09                 6.97               10               0.64
2021/3/11 (Thursday) 5:44:45          75.09                 6.99               6               0.68
2021/3/11 (Thursday) 5:44:46          75.09                 6.97               10               0.69
2021/3/11 (Thursday) 5:44:47          75.09                 6.99               4               0.65
2021/3/11 (Thursday) 5:44:48          75.09                 6.96               6               0.69
2021/3/11 (Thursday) 5:44:49          75.09                 6.97               12               0.64
2021/3/11 (Thursday) 5:44:50          75.09                 6.96               6               0.68
2021/3/11 (Thursday) 5:44:51          75.09                 6.94               10               0.63
2021/3/11 (Thursday) 5:44:52          75.09                 6.96               6               0.68
2021/3/11 (Thursday) 5:44:53          75.09                 6.97               10               0.64
2021/3/11 (Thursday) 5:44:54          75.09                 6.96               4               0.63
2021/3/11 (Thursday) 5:44:55          75.09                 6.96               8               0.68
2021/3/11 (Thursday) 5:44:56          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:44:57          75.09                 6.94               6               0.70
2021/3/11 (Thursday) 5:44:58          75.09                 6.96               8               0.66
2021/3/11 (Thursday) 5:44:59          75.09                 6.97               6               0.70
2021/3/11 (Thursday) 5:45:0          75.09                 6.97               10               0.64
2021/3/11 (Thursday) 5:45:1          75.09                 6.96               6               0.65
2021/3/11 (Thursday) 5:45:2          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:45:3          75.09                 6.97               4               0.63
2021/3/11 (Thursday) 5:45:4          75.09                 6.96               6               0.68
2021/3/11 (Thursday) 5:45:5          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:45:6          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:45:7          75.09                 6.97               12               0.65
2021/3/11 (Thursday) 5:45:8          75.09                 6.96               6               0.70
2021/3/11 (Thursday) 5:45:9          74.97                 6.97               8               0.65
2021/3/11 (Thursday) 5:45:10          74.97                 6.96               4               0.65
2021/3/11 (Thursday) 5:45:11          75.09                 6.99               10               0.69
2021/3/11 (Thursday) 5:45:12          75.09                 6.96               10               0.64
2021/3/11 (Thursday) 5:45:13          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:45:14          75.09                 6.97               8               0.63
2021/3/11 (Thursday) 5:45:15          75.09                 6.94               4               0.68
2021/3/11 (Thursday) 5:45:16          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:45:17          75.09                 6.97               6               0.63
2021/3/11 (Thursday) 5:45:18          75.09                 6.97               10               0.70
2021/3/11 (Thursday) 5:45:19          75.09                 6.96               4               0.66
2021/3/11 (Thursday) 5:45:20          75.09                 6.97               4               0.69
2021/3/11 (Thursday) 5:45:21          75.09                 6.96               8               0.65
2021/3/11 (Thursday) 5:45:22          75.09                 6.96               4               0.70
2021/3/11 (Thursday) 5:45:23          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:45:24          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:45:25          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:45:26          74.97                 6.96               6               0.65
2021/3/11 (Thursday) 5:45:27          75.09                 6.97               2               0.67
2021/3/11 (Thursday) 5:45:28          74.97                 6.96               10               0.63
2021/3/11 (Thursday) 5:45:29          75.09                 6.97               4               0.67
2021/3/11 (Thursday) 5:45:30          75.09                 6.96               12               0.65
2021/3/11 (Thursday) 5:45:31          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:45:32          74.97                 6.99               10               0.65
2021/3/11 (Thursday) 5:45:33          74.97                 6.97               8               0.65
2021/3/11 (Thursday) 5:45:34          75.09                 6.96               8               0.70
2021/3/11 (Thursday) 5:45:35          75.09                 6.96               8               0.65
2021/3/11 (Thursday) 5:45:36          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:45:37          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:45:38          74.97                 6.96               6               0.69
2021/3/11 (Thursday) 5:45:39          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:45:40          75.09                 6.97               4               0.63
2021/3/11 (Thursday) 5:45:41          75.09                 6.96               8               0.68
2021/3/11 (Thursday) 5:45:42          75.09                 6.96               6               0.63
2021/3/11 (Thursday) 5:45:43          75.09                 6.96               4               0.68
2021/3/11 (Thursday) 5:45:44          75.09                 6.96               8               0.63
2021/3/11 (Thursday) 5:45:45          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:45:46          75.09                 6.96               10               0.66
2021/3/11 (Thursday) 5:45:47          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:45:48          75.09                 6.99               8               0.68
2021/3/11 (Thursday) 5:45:49          74.97                 6.97               6               0.65
2021/3/11 (Thursday) 5:45:50          75.09                 6.96               8               0.70
2021/3/11 (Thursday) 5:45:51          75.09                 6.97               12               0.65
2021/3/11 (Thursday) 5:45:52          75.09                 6.96               6               0.69
2021/3/11 (Thursday) 5:45:53          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:45:54          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:45:55          74.97                 6.99               8               0.63
2021/3/11 (Thursday) 5:45:56          74.97                 6.97               4               0.63
2021/3/11 (Thursday) 5:45:57          74.97                 6.96               8               0.68
2021/3/11 (Thursday) 5:45:58          74.97                 6.96               10               0.64
2021/3/11 (Thursday) 5:45:59          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:46:0          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:46:1          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:46:2          75.09                 6.97               12               0.65
2021/3/11 (Thursday) 5:46:3          74.97                 6.96               6               0.70
2021/3/11 (Thursday) 5:46:4          75.09                 6.96               12               0.68
2021/3/11 (Thursday) 5:46:5          75.09                 6.96               4               0.65
2021/3/11 (Thursday) 5:46:6          75.09                 6.99               6               0.68
2021/3/11 (Thursday) 5:46:7          75.09                 6.97               10               0.64
2021/3/11 (Thursday) 5:46:8          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:46:9          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:46:10          75.09                 6.96               6               0.69
2021/3/11 (Thursday) 5:46:11          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:46:12          74.97                 6.96               8               0.65
2021/3/11 (Thursday) 5:46:13          75.09                 6.97               12               0.69
2021/3/11 (Thursday) 5:46:14          75.09                 6.99               10               0.65
2021/3/11 (Thursday) 5:46:15          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:46:16          74.97                 6.99               6               0.65
2021/3/11 (Thursday) 5:46:17          74.97                 6.97               4               0.67
2021/3/11 (Thursday) 5:46:18          75.09                 6.97               6               0.63
2021/3/11 (Thursday) 5:46:19          74.97                 6.97               6               0.64
2021/3/11 (Thursday) 5:46:20          74.97                 6.97               10               0.68
2021/3/11 (Thursday) 5:46:21          75.09                 6.99               6               0.64
2021/3/11 (Thursday) 5:46:22          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:46:23          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:46:24          74.97                 6.99               6               0.70
2021/3/11 (Thursday) 5:46:25          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:46:26          74.97                 6.96               8               0.69
2021/3/11 (Thursday) 5:46:27          74.97                 6.96               8               0.68
2021/3/11 (Thursday) 5:46:28          74.97                 6.96               2               0.64
2021/3/11 (Thursday) 5:46:29          74.97                 6.96               6               0.68
2021/3/11 (Thursday) 5:46:30          74.97                 6.96               6               0.64
2021/3/11 (Thursday) 5:46:31          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:46:32          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:46:33          74.97                 6.94               6               0.70
2021/3/11 (Thursday) 5:46:34          74.97                 6.96               10               0.66
2021/3/11 (Thursday) 5:46:35          74.97                 6.96               4               0.66
2021/3/11 (Thursday) 5:46:36          74.97                 6.96               8               0.69
2021/3/11 (Thursday) 5:46:37          74.97                 6.96               10               0.63
2021/3/11 (Thursday) 5:46:38          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:46:39          74.97                 6.96               8               0.64
2021/3/11 (Thursday) 5:46:40          74.86                 6.97               6               0.69
2021/3/11 (Thursday) 5:46:41          74.97                 6.97               15               0.65
2021/3/11 (Thursday) 5:46:42          74.86                 6.97               6               0.66
2021/3/11 (Thursday) 5:46:43          74.97                 6.97               8               0.70
2021/3/11 (Thursday) 5:46:44          74.86                 6.97               6               0.66
2021/3/11 (Thursday) 5:46:45          74.97                 6.96               8               0.69
2021/3/11 (Thursday) 5:46:46          74.97                 6.94               10               0.65
2021/3/11 (Thursday) 5:46:47          74.86                 6.96               6               0.69
2021/3/11 (Thursday) 5:46:48          74.97                 6.94               10               0.64
2021/3/11 (Thursday) 5:46:49          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:46:50          74.97                 6.96               12               0.68
2021/3/11 (Thursday) 5:46:51          74.97                 6.96               4               0.64
2021/3/11 (Thursday) 5:46:52          74.97                 6.96               10               0.69
2021/3/11 (Thursday) 5:46:53          74.97                 6.97               8               0.66
2021/3/11 (Thursday) 5:46:54          74.97                 6.96               4               0.70
2021/3/11 (Thursday) 5:46:55          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:46:56          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:46:57          75.09                 6.97               8               0.63
2021/3/11 (Thursday) 5:46:58          74.97                 6.97               4               0.64
2021/3/11 (Thursday) 5:46:59          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:47:0          74.97                 6.97               6               0.63
2021/3/11 (Thursday) 5:47:1          75.09                 6.97               2               0.68
2021/3/11 (Thursday) 5:47:2          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:47:3          74.97                 6.96               6               0.70
2021/3/11 (Thursday) 5:47:5          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:47:6          74.97                 6.97               4               0.70
2021/3/11 (Thursday) 5:47:7          75.09                 6.97               8               0.70
2021/3/11 (Thursday) 5:47:8          74.97                 6.96               4               0.65
2021/3/11 (Thursday) 5:47:9          74.97                 6.96               10               0.67
2021/3/11 (Thursday) 5:47:10          74.97                 6.96               8               0.63
2021/3/11 (Thursday) 5:47:11          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:47:12          75.09                 6.94               10               0.64
2021/3/11 (Thursday) 5:47:13          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:47:14          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:47:15          74.97                 6.96               6               0.65
2021/3/11 (Thursday) 5:47:16          74.97                 6.96               12               0.69
2021/3/11 (Thursday) 5:47:17          74.97                 6.96               10               0.64
2021/3/11 (Thursday) 5:47:18          74.86                 6.96               4               0.68
2021/3/11 (Thursday) 5:47:19          74.97                 6.97               12               0.62
2021/3/11 (Thursday) 5:47:20          75.09                 6.99               4               0.68
2021/3/11 (Thursday) 5:47:21          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:47:22          75.09                 6.97               6               0.65
2021/3/11 (Thursday) 5:47:23          75.09                 6.97               8               0.69
2021/3/11 (Thursday) 5:47:24          74.97                 6.97               4               0.65
2021/3/11 (Thursday) 5:47:25          74.97                 6.97               4               0.70
2021/3/11 (Thursday) 5:47:26          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:47:27          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:47:28          74.97                 6.96               10               0.63
2021/3/11 (Thursday) 5:47:29          74.97                 6.96               6               0.67
2021/3/11 (Thursday) 5:47:30          74.97                 6.96               10               0.68
2021/3/11 (Thursday) 5:47:31          74.86                 6.96               4               0.64
2021/3/11 (Thursday) 5:47:32          74.97                 6.96               12               0.70
2021/3/11 (Thursday) 5:47:33          74.97                 6.94               8               0.65
2021/3/11 (Thursday) 5:47:34          74.97                 6.97               2               0.69
2021/3/11 (Thursday) 5:47:35          74.97                 6.96               12               0.65
2021/3/11 (Thursday) 5:47:36          74.97                 6.96               6               0.69
2021/3/11 (Thursday) 5:47:37          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:47:38          74.97                 6.96               2               0.63
2021/3/11 (Thursday) 5:47:39          74.97                 6.97               10               0.68
2021/3/11 (Thursday) 5:47:40          74.97                 6.96               10               0.64
2021/3/11 (Thursday) 5:47:41          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:47:42          74.97                 6.97               8               0.65
2021/3/11 (Thursday) 5:47:43          75.09                 6.94               6               0.70
2021/3/11 (Thursday) 5:47:44          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:47:45          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:47:46          74.97                 6.96               8               0.68
2021/3/11 (Thursday) 5:47:47          74.97                 6.96               8               0.63
2021/3/11 (Thursday) 5:47:48          75.09                 6.94               6               0.68
2021/3/11 (Thursday) 5:47:49          75.09                 6.96               8               0.64
2021/3/11 (Thursday) 5:47:50          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:47:51          75.09                 6.96               10               0.66
2021/3/11 (Thursday) 5:47:52          74.97                 6.96               2               0.70
2021/3/11 (Thursday) 5:47:53          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:47:54          74.97                 6.96               4               0.65
2021/3/11 (Thursday) 5:47:55          74.97                 6.97               10               0.67
2021/3/11 (Thursday) 5:47:56          74.97                 6.97               10               0.64
2021/3/11 (Thursday) 5:47:57          75.09                 6.97               6               0.68
2021/3/11 (Thursday) 5:47:58          75.09                 6.96               12               0.64
2021/3/11 (Thursday) 5:47:59          74.97                 6.96               4               0.70
2021/3/11 (Thursday) 5:48:0          75.09                 6.97               8               0.66
2021/3/11 (Thursday) 5:48:1          74.97                 6.94               6               0.65
2021/3/11 (Thursday) 5:48:2          74.97                 6.97               10               0.68
2021/3/11 (Thursday) 5:48:3          74.97                 6.96               4               0.63
2021/3/11 (Thursday) 5:48:4          74.97                 6.97               6               0.68
2021/3/11 (Thursday) 5:48:5          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:48:6          74.97                 6.96               6               0.70
2021/3/11 (Thursday) 5:48:7          75.09                 6.96               8               0.65
2021/3/11 (Thursday) 5:48:8          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:48:9          75.09                 6.99               10               0.68
2021/3/11 (Thursday) 5:48:10          74.97                 6.99               4               0.63
2021/3/11 (Thursday) 5:48:11          74.97                 6.96               15               0.68
2021/3/11 (Thursday) 5:48:12          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:48:13          74.97                 6.96               4               0.70
2021/3/11 (Thursday) 5:48:14          74.97                 6.99               10               0.66
2021/3/11 (Thursday) 5:48:15          74.97                 6.97               4               0.69
2021/3/11 (Thursday) 5:48:16          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:48:17          74.97                 6.96               4               0.63
2021/3/11 (Thursday) 5:48:18          75.09                 6.97               10               0.68
2021/3/11 (Thursday) 5:48:19          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:48:20          74.97                 6.96               2               0.70
2021/3/11 (Thursday) 5:48:21          75.09                 6.94               10               0.65
2021/3/11 (Thursday) 5:48:22          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:48:23          75.09                 6.97               10               0.63
2021/3/11 (Thursday) 5:48:24          74.97                 6.96               6               0.66
2021/3/11 (Thursday) 5:48:25          74.97                 6.96               8               0.68
2021/3/11 (Thursday) 5:48:26          74.97                 6.96               6               0.65
2021/3/11 (Thursday) 5:48:27          75.09                 6.96               2               0.70
2021/3/11 (Thursday) 5:48:28          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:48:29          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:48:30          75.09                 6.96               10               0.64
2021/3/11 (Thursday) 5:48:31          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:48:32          75.09                 6.96               8               0.70
2021/3/11 (Thursday) 5:48:33          74.97                 6.97               4               0.66
2021/3/11 (Thursday) 5:48:34          75.09                 6.96               10               0.69
2021/3/11 (Thursday) 5:48:35          75.09                 6.96               8               0.63
2021/3/11 (Thursday) 5:48:36          75.09                 6.97               6               0.68
2021/3/11 (Thursday) 5:48:37          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:48:38          74.97                 6.96               4               0.70
2021/3/11 (Thursday) 5:48:39          75.09                 6.97               10               0.65
2021/3/11 (Thursday) 5:48:40          75.09                 6.94               6               0.64
2021/3/11 (Thursday) 5:48:41          75.09                 6.96               12               0.68
2021/3/11 (Thursday) 5:48:42          74.97                 6.96               6               0.64
2021/3/11 (Thursday) 5:48:43          74.97                 6.94               6               0.70
2021/3/11 (Thursday) 5:48:44          74.97                 6.94               10               0.65
2021/3/11 (Thursday) 5:48:45          74.97                 6.96               4               0.69
2021/3/11 (Thursday) 5:48:46          74.97                 6.97               8               0.65
2021/3/11 (Thursday) 5:48:47          74.97                 6.97               4               0.68
2021/3/11 (Thursday) 5:48:48          75.09                 6.99               10               0.68
2021/3/11 (Thursday) 5:48:49          75.09                 6.96               4               0.65
2021/3/11 (Thursday) 5:48:50          75.09                 6.96               4               0.70
2021/3/11 (Thursday) 5:48:51          75.09                 6.96               10               0.65
2021/3/11 (Thursday) 5:48:52          74.97                 6.97               8               0.70
2021/3/11 (Thursday) 5:48:53          75.09                 6.94               10               0.63
2021/3/11 (Thursday) 5:48:54          74.97                 6.94               6               0.68
2021/3/11 (Thursday) 5:48:55          75.09                 6.97               8               0.64
2021/3/11 (Thursday) 5:48:56          75.09                 6.96               6               0.65
2021/3/11 (Thursday) 5:48:57          75.09                 6.97               10               0.70
2021/3/11 (Thursday) 5:48:58          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:48:59          74.97                 6.96               4               0.68
2021/3/11 (Thursday) 5:49:0          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:49:1          74.97                 6.97               6               0.69
2021/3/11 (Thursday) 5:49:2          75.09                 6.97               8               0.65
2021/3/11 (Thursday) 5:49:3          74.97                 6.96               4               0.66
2021/3/11 (Thursday) 5:49:4          75.09                 6.96               10               0.69
2021/3/11 (Thursday) 5:49:5          75.09                 6.97               6               0.65
2021/3/11 (Thursday) 5:49:6          75.09                 6.96               6               0.68
2021/3/11 (Thursday) 5:49:7          75.09                 6.96               10               0.63
2021/3/11 (Thursday) 5:49:8          74.97                 6.96               8               0.68
2021/3/11 (Thursday) 5:49:9          74.97                 6.96               10               0.65
2021/3/11 (Thursday) 5:49:10          74.97                 6.96               6               0.70
2021/3/11 (Thursday) 5:49:11          75.09                 6.96               10               0.70
2021/3/11 (Thursday) 5:49:12          74.97                 6.97               4               0.65
2021/3/11 (Thursday) 5:49:13          74.97                 6.96               10               0.68
2021/3/11 (Thursday) 5:49:14          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:49:15          74.97                 6.96               6               0.69
2021/3/11 (Thursday) 5:49:16          74.97                 6.97               10               0.65
2021/3/11 (Thursday) 5:49:17          74.97                 6.97               4               0.70
2021/3/11 (Thursday) 5:49:18          75.09                 6.96               10               0.66
2021/3/11 (Thursday) 5:49:19          74.97                 6.94               4               0.65
2021/3/11 (Thursday) 5:49:20          74.97                 6.96               10               0.68
2021/3/11 (Thursday) 5:49:21          75.09                 6.96               10               0.64
