=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 17:17:59 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 5:24:1          74.52                 6.96               6               0.66
2021/3/11 (Thursday) 5:24:2          74.52                 6.99               10               0.71
2021/3/11 (Thursday) 5:24:3          74.52                 6.96               8               0.66
2021/3/11 (Thursday) 5:24:4          74.52                 6.97               4               0.72
2021/3/11 (Thursday) 5:24:5          74.52                 6.99               10               0.67
2021/3/11 (Thursday) 5:24:6          74.52                 6.97               2               0.72
2021/3/11 (Thursday) 5:24:7          74.52                 6.97               10               0.65
2021/3/11 (Thursday) 5:24:8          74.52                 6.96               6               0.65
2021/3/11 (Thursday) 5:24:9          74.52                 6.96               10               0.70
2021/3/11 (Thursday) 5:24:10          74.52                 6.94               8               0.66
2021/3/11 (Thursday) 5:24:11          74.52                 6.97               4               0.70
2021/3/11 (Thursday) 5:24:12          74.52                 6.96               10               0.67
2021/3/11 (Thursday) 5:24:13          74.52                 6.97               6               0.72
2021/3/11 (Thursday) 5:24:14          74.52                 6.97               8               0.67
2021/3/11 (Thursday) 5:24:15          74.52                 6.97               6               0.70
2021/3/11 (Thursday) 5:24:16          74.52                 6.99               10               0.70
2021/3/11 (Thursday) 5:24:17          74.52                 6.97               8               0.65
2021/3/11 (Thursday) 5:24:18          74.52                 6.99               4               0.70
2021/3/11 (Thursday) 5:24:19          74.52                 6.97               12               0.66
2021/3/11 (Thursday) 5:24:20          74.64                 6.97               6               0.70
2021/3/11 (Thursday) 5:24:21          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:24:22          74.52                 6.97               4               0.70
2021/3/11 (Thursday) 5:24:23          74.52                 6.97               12               0.68
2021/3/11 (Thursday) 5:24:24          74.52                 6.96               4               0.68
2021/3/11 (Thursday) 5:24:25          74.52                 6.97               10               0.71
2021/3/11 (Thursday) 5:24:26          74.52                 6.94               10               0.66
2021/3/11 (Thursday) 5:24:27          74.41                 6.99               6               0.70
2021/3/11 (Thursday) 5:24:28          74.52                 6.97               10               0.66
2021/3/11 (Thursday) 5:24:29          74.52                 6.97               2               0.70
2021/3/11 (Thursday) 5:24:30          74.52                 6.96               10               0.65
2021/3/11 (Thursday) 5:24:31          74.52                 6.97               4               0.66
2021/3/11 (Thursday) 5:24:32          74.52                 6.96               10               0.70
2021/3/11 (Thursday) 5:24:33          74.52                 6.97               4               0.67
2021/3/11 (Thursday) 5:24:34          74.52                 6.97               4               0.71
2021/3/11 (Thursday) 5:24:35          74.64                 6.97               10               0.67
2021/3/11 (Thursday) 5:24:36          74.64                 6.96               4               0.71
2021/3/11 (Thursday) 5:24:37          74.64                 6.96               10               0.67
2021/3/11 (Thursday) 5:24:38          74.52                 6.99               4               0.71
2021/3/11 (Thursday) 5:24:39          74.52                 6.97               10               0.71
2021/3/11 (Thursday) 5:24:40          74.64                 6.97               4               0.65
2021/3/11 (Thursday) 5:24:41          74.52                 6.97               4               0.69
2021/3/11 (Thursday) 5:24:42          74.52                 6.97               10               0.66
2021/3/11 (Thursday) 5:24:43          74.52                 6.96               4               0.70
2021/3/11 (Thursday) 5:24:44          74.52                 6.97               12               0.67
2021/3/11 (Thursday) 5:24:45          74.52                 6.99               6               0.70
2021/3/11 (Thursday) 5:24:46          74.52                 6.99               10               0.66
2021/3/11 (Thursday) 5:24:47          74.52                 6.97               8               0.66
2021/3/11 (Thursday) 5:24:48          74.52                 6.97               12               0.72
2021/3/11 (Thursday) 5:24:49          74.52                 6.97               10               0.67
2021/3/11 (Thursday) 5:24:50          74.52                 6.99               4               0.72
2021/3/11 (Thursday) 5:24:51          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:24:52          74.64                 6.97               6               0.71
2021/3/11 (Thursday) 5:24:53          74.52                 6.96               8               0.65
2021/3/11 (Thursday) 5:24:54          74.52                 6.96               6               0.66
2021/3/11 (Thursday) 5:24:55          74.52                 6.96               10               0.69
2021/3/11 (Thursday) 5:24:56          74.52                 6.96               6               0.66
2021/3/11 (Thursday) 5:24:57          74.64                 6.96               6               0.71
2021/3/11 (Thursday) 5:24:58          74.52                 6.97               10               0.67
2021/3/11 (Thursday) 5:24:59          74.52                 6.97               4               0.71
2021/3/11 (Thursday) 5:25:0          74.52                 6.96               10               0.68
2021/3/11 (Thursday) 5:25:1          74.52                 6.97               6               0.72
2021/3/11 (Thursday) 5:25:2          74.52                 6.97               10               0.72
2021/3/11 (Thursday) 5:25:3          74.52                 6.96               6               0.66
2021/3/11 (Thursday) 5:25:4          74.64                 6.97               10               0.70
2021/3/11 (Thursday) 5:25:5          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:25:6          74.64                 6.99               6               0.70
2021/3/11 (Thursday) 5:25:7          74.52                 6.99               8               0.65
2021/3/11 (Thursday) 5:25:8          74.52                 6.99               6               0.69
2021/3/11 (Thursday) 5:25:9          74.52                 6.97               10               0.66
2021/3/11 (Thursday) 5:25:10          74.52                 6.97               6               0.66
2021/3/11 (Thursday) 5:25:11          74.52                 6.99               8               0.70
2021/3/11 (Thursday) 5:25:12          74.52                 6.97               8               0.67
2021/3/11 (Thursday) 5:25:13          74.52                 6.97               8               0.70
2021/3/11 (Thursday) 5:25:14          74.52                 6.97               10               0.68
2021/3/11 (Thursday) 5:25:15          74.52                 6.97               4               0.72
2021/3/11 (Thursday) 5:25:16          74.52                 6.97               10               0.66
2021/3/11 (Thursday) 5:25:17          74.52                 6.97               4               0.71
2021/3/11 (Thursday) 5:25:18          74.52                 6.96               8               0.70
2021/3/11 (Thursday) 5:25:19          74.52                 6.96               6               0.66
2021/3/11 (Thursday) 5:25:20          74.52                 6.97               4               0.70
2021/3/11 (Thursday) 5:25:21          74.52                 6.96               8               0.65
2021/3/11 (Thursday) 5:25:22          74.52                 6.97               6               0.69
2021/3/11 (Thursday) 5:25:23          74.64                 6.96               10               0.66
2021/3/11 (Thursday) 5:25:24          74.52                 6.97               4               0.70
2021/3/11 (Thursday) 5:25:25          74.52                 6.97               10               0.70
2021/3/11 (Thursday) 5:25:26          74.52                 6.96               4               0.66
2021/3/11 (Thursday) 5:25:27          74.52                 6.97               12               0.72
2021/3/11 (Thursday) 5:25:28          74.52                 6.97               10               0.67
2021/3/11 (Thursday) 5:25:29          74.52                 6.97               6               0.72
2021/3/11 (Thursday) 5:25:30          74.52                 6.96               10               0.66
2021/3/11 (Thursday) 5:25:31          74.52                 6.97               4               0.70
2021/3/11 (Thursday) 5:25:32          74.52                 6.96               10               0.65
2021/3/11 (Thursday) 5:25:33          74.52                 6.97               6               0.66
2021/3/11 (Thursday) 5:25:34          74.52                 6.96               8               0.70
2021/3/11 (Thursday) 5:25:35          74.64                 6.99               6               0.65
2021/3/11 (Thursday) 5:25:36          74.52                 6.99               8               0.70
2021/3/11 (Thursday) 5:25:37          74.52                 6.99               10               0.66
2021/3/11 (Thursday) 5:25:38          74.52                 6.97               4               0.71
2021/3/11 (Thursday) 5:25:39          74.64                 6.96               10               0.66
2021/3/11 (Thursday) 5:25:40          74.52                 6.96               6               0.72
2021/3/11 (Thursday) 5:25:41          74.52                 6.99               10               0.71
2021/3/11 (Thursday) 5:25:42          74.52                 6.97               4               0.67
2021/3/11 (Thursday) 5:25:43          74.52                 6.97               10               0.72
2021/3/11 (Thursday) 5:25:44          74.64                 6.96               12               0.65
2021/3/11 (Thursday) 5:25:45          74.52                 6.94               6               0.70
2021/3/11 (Thursday) 5:25:46          74.64                 6.96               10               0.66
2021/3/11 (Thursday) 5:25:47          74.52                 6.97               6               0.70
2021/3/11 (Thursday) 5:25:48          74.52                 6.97               10               0.65
2021/3/11 (Thursday) 5:25:49          74.52                 6.97               4               0.65
2021/3/11 (Thursday) 5:25:50          74.52                 6.97               12               0.71
2021/3/11 (Thursday) 5:25:51          74.52                 6.96               10               0.66
2021/3/11 (Thursday) 5:25:52          74.52                 6.96               4               0.71
2021/3/11 (Thursday) 5:25:53          74.64                 6.96               10               0.67
2021/3/11 (Thursday) 5:25:54          74.64                 6.96               6               0.72
2021/3/11 (Thursday) 5:25:55          74.64                 6.96               8               0.67
2021/3/11 (Thursday) 5:25:56          74.52                 6.94               6               0.72
2021/3/11 (Thursday) 5:25:57          74.52                 6.97               10               0.71
2021/3/11 (Thursday) 5:25:58          74.64                 6.96               6               0.68
2021/3/11 (Thursday) 5:25:59          74.52                 6.96               6               0.70
2021/3/11 (Thursday) 5:26:0          74.64                 6.97               12               0.66
2021/3/11 (Thursday) 5:26:1          74.52                 6.99               4               0.70
2021/3/11 (Thursday) 5:26:2          74.64                 6.99               10               0.65
2021/3/11 (Thursday) 5:26:3          74.64                 6.99               4               0.70
2021/3/11 (Thursday) 5:26:4          74.64                 6.99               12               0.71
2021/3/11 (Thursday) 5:26:5          74.64                 6.97               4               0.66
2021/3/11 (Thursday) 5:26:6          74.64                 6.96               10               0.72
2021/3/11 (Thursday) 5:26:7          74.52                 6.99               8               0.66
2021/3/11 (Thursday) 5:26:8          74.52                 6.96               6               0.71
2021/3/11 (Thursday) 5:26:9          74.52                 6.96               10               0.66
2021/3/11 (Thursday) 5:26:10          74.64                 6.97               4               0.71
2021/3/11 (Thursday) 5:26:11          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:26:12          74.64                 6.97               6               0.66
2021/3/11 (Thursday) 5:26:13          74.64                 6.99               10               0.70
2021/3/11 (Thursday) 5:26:14          74.64                 6.97               4               0.66
2021/3/11 (Thursday) 5:26:15          74.64                 6.96               4               0.70
2021/3/11 (Thursday) 5:26:16          74.64                 6.96               10               0.66
2021/3/11 (Thursday) 5:26:17          74.52                 6.96               2               0.70
2021/3/11 (Thursday) 5:26:18          74.64                 6.96               12               0.67
2021/3/11 (Thursday) 5:26:19          74.64                 6.97               4               0.72
2021/3/11 (Thursday) 5:26:20          74.64                 6.99               12               0.71
2021/3/11 (Thursday) 5:26:21          74.64                 6.97               2               0.66
2021/3/11 (Thursday) 5:26:22          74.64                 6.97               8               0.72
2021/3/11 (Thursday) 5:26:23          74.64                 6.96               12               0.66
2021/3/11 (Thursday) 5:26:24          74.64                 6.99               4               0.70
2021/3/11 (Thursday) 5:26:25          74.52                 6.99               10               0.66
2021/3/11 (Thursday) 5:26:26          74.52                 6.97               4               0.71
2021/3/11 (Thursday) 5:26:27          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:26:28          74.52                 6.97               6               0.65
2021/3/11 (Thursday) 5:26:29          74.52                 6.99               12               0.70
2021/3/11 (Thursday) 5:26:30          74.64                 6.96               10               0.66
2021/3/11 (Thursday) 5:26:31          74.52                 6.97               4               0.72
2021/3/11 (Thursday) 5:26:32          74.64                 6.97               10               0.68
2021/3/11 (Thursday) 5:26:33          74.52                 6.99               4               0.72
2021/3/11 (Thursday) 5:26:34          74.52                 6.97               12               0.66
2021/3/11 (Thursday) 5:26:35          74.52                 6.97               4               0.66
2021/3/11 (Thursday) 5:26:36          74.52                 6.97               10               0.70
2021/3/11 (Thursday) 5:26:37          74.64                 6.97               4               0.66
2021/3/11 (Thursday) 5:26:38          74.64                 6.97               2               0.69
2021/3/11 (Thursday) 5:26:39          74.64                 6.97               8               0.66
2021/3/11 (Thursday) 5:26:40          74.64                 6.97               4               0.70
2021/3/11 (Thursday) 5:26:41          74.64                 6.97               10               0.67
2021/3/11 (Thursday) 5:26:42          74.52                 6.97               2               0.71
2021/3/11 (Thursday) 5:26:43          74.64                 6.96               10               0.67
2021/3/11 (Thursday) 5:26:45          74.64                 6.96               6               0.68
2021/3/11 (Thursday) 5:26:46          74.52                 6.96               8               0.72
2021/3/11 (Thursday) 5:26:47          74.64                 6.97               10               0.67
2021/3/11 (Thursday) 5:26:48          74.52                 6.99               4               0.72
2021/3/11 (Thursday) 5:26:49          74.64                 6.97               12               0.66
2021/3/11 (Thursday) 5:26:50          74.64                 6.99               6               0.72
2021/3/11 (Thursday) 5:26:51          74.64                 6.99               10               0.66
2021/3/11 (Thursday) 5:26:52          74.52                 6.96               4               0.65
2021/3/11 (Thursday) 5:26:53          74.64                 6.97               12               0.70
2021/3/11 (Thursday) 5:26:54          74.64                 6.97               6               0.65
2021/3/11 (Thursday) 5:26:55          74.64                 6.97               4               0.70
2021/3/11 (Thursday) 5:26:56          74.64                 6.99               10               0.66
2021/3/11 (Thursday) 5:26:57          74.64                 6.97               4               0.70
2021/3/11 (Thursday) 5:26:58          74.64                 6.96               10               0.67
2021/3/11 (Thursday) 5:26:59          74.64                 6.97               6               0.72
2021/3/11 (Thursday) 5:27:0          74.64                 6.97               8               0.72
2021/3/11 (Thursday) 5:27:1          74.64                 6.97               4               0.66
2021/3/11 (Thursday) 5:27:2          74.64                 6.97               2               0.70
2021/3/11 (Thursday) 5:27:3          74.64                 6.99               10               0.66
2021/3/11 (Thursday) 5:27:4          74.64                 6.97               4               0.70
2021/3/11 (Thursday) 5:27:5          74.64                 6.94               10               0.66
2021/3/11 (Thursday) 5:27:6          74.52                 6.96               4               0.71
2021/3/11 (Thursday) 5:27:7          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:27:8          74.64                 6.96               4               0.66
2021/3/11 (Thursday) 5:27:9          74.64                 6.97               10               0.72
2021/3/11 (Thursday) 5:27:10          74.64                 6.96               10               0.68
2021/3/11 (Thursday) 5:27:11          74.64                 6.99               2               0.71
2021/3/11 (Thursday) 5:27:12          74.64                 6.99               8               0.66
2021/3/11 (Thursday) 5:27:13          74.64                 6.97               4               0.70
2021/3/11 (Thursday) 5:27:14          74.64                 6.99               10               0.66
2021/3/11 (Thursday) 5:27:15          74.52                 6.97               4               0.66
2021/3/11 (Thursday) 5:27:16          74.64                 6.97               12               0.71
2021/3/11 (Thursday) 5:27:17          74.64                 6.97               6               0.68
2021/3/11 (Thursday) 5:27:18          74.64                 6.97               6               0.72
2021/3/11 (Thursday) 5:27:19          74.64                 6.96               8               0.67
2021/3/11 (Thursday) 5:27:20          74.64                 6.99               6               0.71
2021/3/11 (Thursday) 5:27:21          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:27:22          74.52                 6.96               4               0.70
2021/3/11 (Thursday) 5:27:23          74.64                 6.97               10               0.70
2021/3/11 (Thursday) 5:27:24          74.64                 6.96               6               0.65
2021/3/11 (Thursday) 5:27:25          74.64                 6.96               10               0.71
2021/3/11 (Thursday) 5:27:26          74.64                 6.96               12               0.66
2021/3/11 (Thursday) 5:27:27          74.64                 6.97               6               0.72
2021/3/11 (Thursday) 5:27:28          74.64                 6.97               10               0.66
2021/3/11 (Thursday) 5:27:29          74.52                 6.97               6               0.70
2021/3/11 (Thursday) 5:27:30          74.64                 6.97               10               0.65
2021/3/11 (Thursday) 5:27:31          74.52                 6.97               4               0.65
2021/3/11 (Thursday) 5:27:32          74.64                 6.99               10               0.70
2021/3/11 (Thursday) 5:27:33          74.52                 6.99               10               0.66
2021/3/11 (Thursday) 5:27:34          74.64                 6.97               6               0.71
2021/3/11 (Thursday) 5:27:35          74.64                 6.96               10               0.68
2021/3/11 (Thursday) 5:27:36          74.64                 6.99               6               0.71
2021/3/11 (Thursday) 5:27:37          74.64                 6.97               10               0.65
2021/3/11 (Thursday) 5:27:38          74.64                 6.97               4               0.70
2021/3/11 (Thursday) 5:27:39          74.64                 6.97               8               0.70
2021/3/11 (Thursday) 5:27:40          74.64                 6.96               6               0.66
2021/3/11 (Thursday) 5:27:41          74.64                 6.97               2               0.70
2021/3/11 (Thursday) 5:27:42          74.64                 6.96               10               0.67
2021/3/11 (Thursday) 5:27:43          74.64                 6.96               2               0.72
2021/3/11 (Thursday) 5:27:44          74.64                 6.97               10               0.67
2021/3/11 (Thursday) 5:27:45          74.52                 6.97               6               0.70
2021/3/11 (Thursday) 5:27:46          74.64                 6.97               10               0.69
2021/3/11 (Thursday) 5:27:47          74.52                 6.97               4               0.65
2021/3/11 (Thursday) 5:27:48          74.64                 6.99               10               0.72
2021/3/11 (Thursday) 5:27:49          74.52                 6.97               10               0.68
2021/3/11 (Thursday) 5:27:50          74.64                 6.96               6               0.72
2021/3/11 (Thursday) 5:27:51          74.64                 6.96               10               0.66
2021/3/11 (Thursday) 5:27:52          74.64                 6.96               8               0.68
2021/3/11 (Thursday) 5:27:53          74.64                 6.96               10               0.65
2021/3/11 (Thursday) 5:27:54          74.64                 6.96               4               0.66
2021/3/11 (Thursday) 5:27:55          74.64                 6.97               10               0.72
2021/3/11 (Thursday) 5:27:56          74.64                 6.97               4               0.67
2021/3/11 (Thursday) 5:27:57          74.64                 6.99               4               0.71
2021/3/11 (Thursday) 5:27:58          74.64                 6.97               12               0.66
2021/3/11 (Thursday) 5:27:59          74.64                 6.99               6               0.70
2021/3/11 (Thursday) 5:28:0          74.75                 6.99               10               0.67
2021/3/11 (Thursday) 5:28:1          74.75                 6.97               4               0.70
2021/3/11 (Thursday) 5:28:2          74.64                 6.97               8               0.72
2021/3/11 (Thursday) 5:28:3          74.64                 6.97               4               0.67
2021/3/11 (Thursday) 5:28:4          74.64                 6.97               8               0.71
2021/3/11 (Thursday) 5:28:5          74.64                 6.96               8               0.66
2021/3/11 (Thursday) 5:28:6          74.52                 6.96               6               0.70
2021/3/11 (Thursday) 5:28:7          74.64                 6.96               10               0.65
2021/3/11 (Thursday) 5:28:8          74.52                 6.97               8               0.70
2021/3/11 (Thursday) 5:28:9          74.64                 6.97               12               0.67
2021/3/11 (Thursday) 5:28:10          74.64                 6.96               4               0.66
2021/3/11 (Thursday) 5:28:11          74.64                 6.99               10               0.71
2021/3/11 (Thursday) 5:28:12          74.64                 6.97               10               0.63
2021/3/11 (Thursday) 5:28:13          
