=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 18:07:59 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 6:9:53          74.86                 6.90               10               0.64
2021/3/11 (Thursday) 6:9:54          74.75                 6.94               4               0.56
2021/3/11 (Thursday) 6:9:55          74.75                 6.90               12               0.63
2021/3/11 (Thursday) 6:9:56          74.86                 6.90               10               0.55
2021/3/11 (Thursday) 6:9:57          74.75                 6.90               2               0.63
2021/3/11 (Thursday) 6:9:58          74.86                 6.89               8               0.55
2021/3/11 (Thursday) 6:9:59          74.75                 6.94               8               0.63
2021/3/11 (Thursday) 6:10:0          74.75                 6.90               10               0.57
2021/3/11 (Thursday) 6:10:1          74.75                 6.94               6               0.57
2021/3/11 (Thursday) 6:10:2          74.75                 6.92               10               0.65
2021/3/11 (Thursday) 6:10:3          74.75                 6.94               6               0.57
2021/3/11 (Thursday) 6:10:4          74.75                 6.90               4               0.63
2021/3/11 (Thursday) 6:10:5          74.75                 6.90               10               0.55
2021/3/11 (Thursday) 6:10:6          74.86                 6.92               6               0.63
2021/3/11 (Thursday) 6:10:7          74.86                 6.89               10               0.57
2021/3/11 (Thursday) 6:10:8          74.86                 6.90               4               0.64
2021/3/11 (Thursday) 6:10:9          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:10:10          74.75                 6.92               4               0.57
2021/3/11 (Thursday) 6:10:11          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:10:12          74.86                 6.94               10               0.55
2021/3/11 (Thursday) 6:10:13          74.86                 6.90               4               0.63
2021/3/11 (Thursday) 6:10:14          74.86                 6.92               8               0.55
2021/3/11 (Thursday) 6:10:15          74.75                 6.94               6               0.61
2021/3/11 (Thursday) 6:10:16          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:10:17          74.75                 6.92               6               0.58
2021/3/11 (Thursday) 6:10:18          74.75                 6.89               10               0.65
2021/3/11 (Thursday) 6:10:19          74.75                 6.92               10               0.58
2021/3/11 (Thursday) 6:10:20          74.75                 6.90               4               0.63
2021/3/11 (Thursday) 6:10:21          74.86                 6.92               12               0.55
2021/3/11 (Thursday) 6:10:22          74.75                 6.92               6               0.62
2021/3/11 (Thursday) 6:10:23          74.75                 6.89               10               0.56
2021/3/11 (Thursday) 6:10:24          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:10:25          74.75                 6.92               6               0.57
2021/3/11 (Thursday) 6:10:26          74.86                 6.89               4               0.64
2021/3/11 (Thursday) 6:10:27          74.86                 6.90               12               0.55
2021/3/11 (Thursday) 6:10:28          74.86                 6.92               4               0.63
2021/3/11 (Thursday) 6:10:29          74.75                 6.90               8               0.55
2021/3/11 (Thursday) 6:10:30          74.75                 6.92               6               0.63
2021/3/11 (Thursday) 6:10:31          74.75                 6.89               8               0.63
2021/3/11 (Thursday) 6:10:32          74.75                 6.90               6               0.57
2021/3/11 (Thursday) 6:10:33          74.86                 6.90               6               0.64
2021/3/11 (Thursday) 6:10:34          74.75                 6.92               12               0.57
2021/3/11 (Thursday) 6:10:35          74.75                 6.89               4               0.63
2021/3/11 (Thursday) 6:10:36          74.75                 6.90               8               0.55
2021/3/11 (Thursday) 6:10:37          74.75                 6.90               6               0.63
2021/3/11 (Thursday) 6:10:38          74.86                 6.89               8               0.56
2021/3/11 (Thursday) 6:10:39          74.75                 6.90               4               0.57
2021/3/11 (Thursday) 6:10:40          74.86                 6.89               10               0.65
2021/3/11 (Thursday) 6:10:41          74.75                 6.92               8               0.58
2021/3/11 (Thursday) 6:10:42          74.75                 6.90               4               0.64
2021/3/11 (Thursday) 6:10:43          74.86                 6.94               10               0.55
2021/3/11 (Thursday) 6:10:44          74.75                 6.94               6               0.63
2021/3/11 (Thursday) 6:10:45          74.86                 6.90               10               0.56
2021/3/11 (Thursday) 6:10:46          74.86                 6.92               4               0.57
2021/3/11 (Thursday) 6:10:47          74.75                 6.89               10               0.64
2021/3/11 (Thursday) 6:10:48          74.75                 6.94               4               0.58
2021/3/11 (Thursday) 6:10:49          74.75                 6.90               4               0.64
2021/3/11 (Thursday) 6:10:50          74.86                 6.92               12               0.57
2021/3/11 (Thursday) 6:10:51          74.86                 6.94               4               0.63
2021/3/11 (Thursday) 6:10:52          74.86                 6.89               8               0.54
2021/3/11 (Thursday) 6:10:53          74.75                 6.92               4               0.64
2021/3/11 (Thursday) 6:10:54          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:10:55          74.86                 6.89               4               0.57
2021/3/11 (Thursday) 6:10:56          74.75                 6.90               8               0.65
2021/3/11 (Thursday) 6:10:57          74.75                 6.90               8               0.58
2021/3/11 (Thursday) 6:10:58          74.86                 6.92               6               0.64
2021/3/11 (Thursday) 6:10:59          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:11:0          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 6:11:1          74.86                 6.92               10               0.55
2021/3/11 (Thursday) 6:11:2          74.86                 6.92               4               0.58
2021/3/11 (Thursday) 6:11:3          74.86                 6.92               12               0.65
2021/3/11 (Thursday) 6:11:4          74.86                 6.94               8               0.57
2021/3/11 (Thursday) 6:11:5          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:11:6          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:11:7          74.75                 6.90               4               0.63
2021/3/11 (Thursday) 6:11:8          74.86                 6.89               8               0.55
2021/3/11 (Thursday) 6:11:9          74.86                 6.90               2               0.63
2021/3/11 (Thursday) 6:11:10          74.86                 6.89               12               0.63
2021/3/11 (Thursday) 6:11:11          74.75                 6.92               6               0.57
2021/3/11 (Thursday) 6:11:12          74.75                 6.90               4               0.65
2021/3/11 (Thursday) 6:11:13          74.86                 6.92               8               0.59
2021/3/11 (Thursday) 6:11:14          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:11:15          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:11:16          74.86                 6.92               6               0.63
2021/3/11 (Thursday) 6:11:17          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 6:11:18          74.75                 6.92               6               0.56
2021/3/11 (Thursday) 6:11:19          74.86                 6.90               8               0.63
2021/3/11 (Thursday) 6:11:20          74.86                 6.92               10               0.55
2021/3/11 (Thursday) 6:11:21          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:11:22          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 6:11:23          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:11:24          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:11:25          74.75                 6.92               6               0.58
2021/3/11 (Thursday) 6:11:26          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 6:11:27          74.86                 6.92               4               0.55
2021/3/11 (Thursday) 6:11:28          74.86                 6.89               4               0.63
2021/3/11 (Thursday) 6:11:29          74.86                 6.92               8               0.56
2021/3/11 (Thursday) 6:11:30          74.86                 6.89               4               0.63
2021/3/11 (Thursday) 6:11:31          74.75                 6.89               12               0.58
2021/3/11 (Thursday) 6:11:32          74.75                 6.94               4               0.65
2021/3/11 (Thursday) 6:11:33          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:11:34          74.86                 6.92               6               0.59
2021/3/11 (Thursday) 6:11:35          74.86                 6.90               10               0.64
2021/3/11 (Thursday) 6:11:36          74.86                 6.90               12               0.57
2021/3/11 (Thursday) 6:11:37          74.75                 6.89               6               0.64
2021/3/11 (Thursday) 6:11:38          74.86                 6.89               8               0.57
2021/3/11 (Thursday) 6:11:39          74.75                 6.92               2               0.63
2021/3/11 (Thursday) 6:11:40          74.86                 6.90               8               0.58
2021/3/11 (Thursday) 6:11:41          74.75                 6.92               6               0.57
2021/3/11 (Thursday) 6:11:42          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:11:43          74.75                 6.92               10               0.59
2021/3/11 (Thursday) 6:11:44          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:11:45          74.86                 6.92               10               0.57
2021/3/11 (Thursday) 6:11:46          74.75                 6.90               6               0.63
2021/3/11 (Thursday) 6:11:47          74.86                 6.87               10               0.56
2021/3/11 (Thursday) 6:11:48          74.75                 6.90               6               0.63
2021/3/11 (Thursday) 6:11:49          74.86                 6.90               8               0.63
2021/3/11 (Thursday) 6:11:50          74.86                 6.92               6               0.56
2021/3/11 (Thursday) 6:11:51          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:11:52          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 6:11:53          74.75                 6.90               4               0.65
2021/3/11 (Thursday) 6:11:54          74.86                 6.90               8               0.57
2021/3/11 (Thursday) 6:11:55          74.75                 6.90               6               0.64
2021/3/11 (Thursday) 6:11:56          74.75                 6.89               8               0.64
2021/3/11 (Thursday) 6:11:57          74.75                 6.92               4               0.57
2021/3/11 (Thursday) 6:11:58          74.86                 6.92               10               0.63
2021/3/11 (Thursday) 6:11:59          74.75                 6.92               6               0.57
2021/3/11 (Thursday) 6:12:0          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:12:1          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:12:2          74.75                 6.92               6               0.65
2021/3/11 (Thursday) 6:12:3          74.75                 6.90               10               0.57
2021/3/11 (Thursday) 6:12:4          74.86                 6.90               4               0.57
2021/3/11 (Thursday) 6:12:5          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:12:6          74.86                 6.92               6               0.57
2021/3/11 (Thursday) 6:12:7          74.75                 6.89               6               0.63
2021/3/11 (Thursday) 6:12:8          74.75                 6.90               10               0.57
2021/3/11 (Thursday) 6:12:9          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:12:10          74.86                 6.90               8               0.58
2021/3/11 (Thursday) 6:12:11          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 6:12:12          74.86                 6.92               10               0.65
2021/3/11 (Thursday) 6:12:13          74.75                 6.94               6               0.58
2021/3/11 (Thursday) 6:12:14          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 6:12:15          74.86                 6.94               10               0.55
2021/3/11 (Thursday) 6:12:16          74.75                 6.90               6               0.64
2021/3/11 (Thursday) 6:12:17          74.86                 6.92               8               0.57
2021/3/11 (Thursday) 6:12:18          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 6:12:19          74.86                 6.92               6               0.58
2021/3/11 (Thursday) 6:12:20          74.86                 6.92               6               0.57
2021/3/11 (Thursday) 6:12:21          74.86                 6.90               10               0.64
2021/3/11 (Thursday) 6:12:22          74.86                 6.92               10               0.56
2021/3/11 (Thursday) 6:12:23          74.86                 6.89               4               0.64
2021/3/11 (Thursday) 6:12:24          74.97                 6.90               10               0.57
2021/3/11 (Thursday) 6:12:25          74.86                 6.92               6               0.64
2021/3/11 (Thursday) 6:12:26          74.86                 6.87               10               0.59
2021/3/11 (Thursday) 6:12:27          74.86                 6.92               6               0.59
2021/3/11 (Thursday) 6:12:28          74.86                 6.90               8               0.66
2021/3/11 (Thursday) 6:12:29          74.86                 6.92               4               0.57
2021/3/11 (Thursday) 6:12:30          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:12:31          74.86                 6.90               10               0.56
2021/3/11 (Thursday) 6:12:32          74.75                 6.94               4               0.65
2021/3/11 (Thursday) 6:12:33          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:12:34          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 6:12:35          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 6:12:36          74.75                 6.92               4               0.59
2021/3/11 (Thursday) 6:12:37          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:12:38          74.86                 6.90               10               0.57
2021/3/11 (Thursday) 6:12:39          74.75                 6.90               6               0.66
2021/3/11 (Thursday) 6:12:40          74.86                 6.90               12               0.57
2021/3/11 (Thursday) 6:12:41          74.75                 6.90               4               0.66
2021/3/11 (Thursday) 6:12:42          74.86                 6.90               12               0.60
2021/3/11 (Thursday) 6:12:43          74.86                 6.92               6               0.60
2021/3/11 (Thursday) 6:12:44          74.86                 6.89               8               0.68
2021/3/11 (Thursday) 6:12:45          74.86                 6.92               6               0.59
2021/3/11 (Thursday) 6:12:46          74.86                 6.90               4               0.68
2021/3/11 (Thursday) 6:12:47          74.86                 6.94               12               0.58
2021/3/11 (Thursday) 6:12:48          74.86                 6.94               6               0.66
2021/3/11 (Thursday) 6:12:49          74.86                 6.90               10               0.60
2021/3/11 (Thursday) 6:12:50          74.75                 6.92               4               0.67
2021/3/11 (Thursday) 6:12:51          74.86                 6.90               10               0.69
2021/3/11 (Thursday) 6:12:52          74.86                 6.94               4               0.61
2021/3/11 (Thursday) 6:12:53          74.86                 6.90               4               0.68
2021/3/11 (Thursday) 6:12:54          74.86                 6.92               12               0.61
2021/3/11 (Thursday) 6:12:55          74.75                 6.87               4               0.68
2021/3/11 (Thursday) 6:12:56          74.86                 6.90               8               0.59
2021/3/11 (Thursday) 6:12:57          74.75                 6.90               6               0.66
2021/3/11 (Thursday) 6:12:58          74.86                 6.90               8               0.68
2021/3/11 (Thursday) 6:12:59          74.86                 6.92               6               0.64
2021/3/11 (Thursday) 6:13:0          74.86                 6.92               10               0.72
2021/3/11 (Thursday) 6:13:1          74.75                 6.92               10               0.65
2021/3/11 (Thursday) 6:13:2          74.86                 6.90               8               0.70
2021/3/11 (Thursday) 6:13:3          74.86                 6.90               10               0.58
2021/3/11 (Thursday) 6:13:4          74.75                 6.96               4               0.66
2021/3/11 (Thursday) 6:13:5          74.86                 6.92               12               0.59
2021/3/11 (Thursday) 6:13:6          74.86                 6.94               2               0.62
2021/3/11 (Thursday) 6:13:7          74.86                 6.90               10               0.70
2021/3/11 (Thursday) 6:13:8          74.86                 6.92               6               0.64
2021/3/11 (Thursday) 6:13:9          74.86                 6.92               6               0.70
2021/3/11 (Thursday) 6:13:10          74.86                 6.92               12               0.62
2021/3/11 (Thursday) 6:13:11          74.86                 6.92               6               0.70
2021/3/11 (Thursday) 6:13:12          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 6:13:13          74.86                 6.90               6               0.69
2021/3/11 (Thursday) 6:13:14          74.86                 6.90               10               0.70
2021/3/11 (Thursday) 6:13:15          74.86                 6.90               6               0.64
2021/3/11 (Thursday) 6:13:16          74.86                 6.90               8               0.71
2021/3/11 (Thursday) 6:13:17          74.86                 6.92               8               0.64
2021/3/11 (Thursday) 6:13:18          74.86                 6.90               4               0.72
2021/3/11 (Thursday) 6:13:19          74.86                 6.92               10               0.63
2021/3/11 (Thursday) 6:13:20          74.86                 6.92               4               0.68
2021/3/11 (Thursday) 6:13:21          74.86                 6.89               10               0.61
2021/3/11 (Thursday) 6:13:22          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 6:13:23          74.86                 6.92               8               0.68
2021/3/11 (Thursday) 6:13:24          74.86                 6.92               12               0.62
2021/3/11 (Thursday) 6:13:25          74.86                 6.89               6               0.70
2021/3/11 (Thursday) 6:13:26          74.86                 6.92               10               0.62
2021/3/11 (Thursday) 6:13:27          74.86                 6.90               6               0.68
2021/3/11 (Thursday) 6:13:28          74.86                 6.90               8               0.63
2021/3/11 (Thursday) 6:13:29          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 6:13:30          74.86                 6.90               10               0.68
2021/3/11 (Thursday) 6:13:31          74.86                 6.90               4               0.63
2021/3/11 (Thursday) 6:13:32          74.86                 6.89               4               0.68
2021/3/11 (Thursday) 6:13:33          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 6:13:34          74.75                 6.90               4               0.70
2021/3/11 (Thursday) 6:13:35          74.86                 6.90               10               0.61
2021/3/11 (Thursday) 6:13:36          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 6:13:37          74.86                 6.92               10               0.67
2021/3/11 (Thursday) 6:13:38          74.75                 6.92               4               0.62
2021/3/11 (Thursday) 6:13:39          74.75                 6.90               10               0.68
2021/3/11 (Thursday) 6:13:40          74.86                 6.92               10               0.62
2021/3/11 (Thursday) 6:13:41          74.86                 6.92               6               0.69
2021/3/11 (Thursday) 6:13:42          74.86                 6.90               10               0.61
2021/3/11 (Thursday) 6:13:43          74.86                 6.94               4               0.67
2021/3/11 (Thursday) 6:13:44          74.86                 6.90               10               0.59
2021/3/11 (Thursday) 6:13:45          74.86                 6.92               6               0.59
2021/3/11 (Thursday) 6:13:46          74.86                 6.90               8               0.68
2021/3/11 (Thursday) 6:13:47          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 6:13:48          74.75                 6.92               6               0.70
2021/3/11 (Thursday) 6:13:49          74.75                 6.94               10               0.62
2021/3/11 (Thursday) 6:13:50          74.86                 6.89               6               0.68
2021/3/11 (Thursday) 6:13:51          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 6:13:52          74.75                 6.90               8               0.70
2021/3/11 (Thursday) 6:13:53          74.86                 6.92               10               0.69
2021/3/11 (Thursday) 6:13:54          74.86                 6.90               4               0.63
2021/3/11 (Thursday) 6:13:55          74.86                 6.90               6               0.70
2021/3/11 (Thursday) 6:13:56          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 6:13:57          74.86                 6.90               4               0.67
2021/3/11 (Thursday) 6:13:58          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 6:13:59          74.86                 6.92               6               0.68
2021/3/11 (Thursday) 6:14:0          74.97                 6.89               10               0.65
2021/3/11 (Thursday) 6:14:1          74.86                 6.92               4               0.63
2021/3/11 (Thursday) 6:14:2          74.86                 6.90               10               0.70
2021/3/11 (Thursday) 6:14:3          74.86                 6.94               8               0.61
2021/3/11 (Thursday) 6:14:4          74.86                 6.90               4               0.72
2021/3/11 (Thursday) 6:14:5          74.86                 6.94               12               0.65
2021/3/11 (Thursday) 6:14:6          74.75                 6.94               6               0.70
2021/3/11 (Thursday) 6:14:7          74.86                 6.92               10               0.66
