=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 18:07:59 =~=~=~=~=~=~=~=~=~=~=~=

Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 6:14:8          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 6:14:9          74.86                 6.90               10               0.68
2021/3/11 (Thursday) 6:14:10          74.75                 6.92               4               0.59
2021/3/11 (Thursday) 6:14:11          74.86                 6.89               4               0.68
2021/3/11 (Thursday) 6:14:12          74.86                 6.90               10               0.61
2021/3/11 (Thursday) 6:14:13          74.75                 6.89               6               0.68
2021/3/11 (Thursday) 6:14:14          74.86                 6.90               10               0.64
2021/3/11 (Thursday) 6:14:15          74.75                 6.92               6               0.72
2021/3/11 (Thursday) 6:14:16          74.86                 6.90               6               0.72
2021/3/11 (Thursday) 6:14:17          74.86                 6.90               6               0.66
2021/3/11 (Thursday) 6:14:18          74.86                 6.90               10               0.72
2021/3/11 (Thursday) 6:14:19          74.86                 6.94               12               0.64
2021/3/11 (Thursday) 6:14:20          74.86                 6.90               6               0.70
2021/3/11 (Thursday) 6:14:21          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 6:14:22          74.86                 6.94               4               0.70
2021/3/11 (Thursday) 6:14:23          74.86                 6.92               10               0.64
2021/3/11 (Thursday) 6:14:24          74.86                 6.92               4               0.62
2021/3/11 (Thursday) 6:14:25          74.86                 6.92               8               0.73
2021/3/11 (Thursday) 6:14:26          74.86                 6.90               4               0.63
2021/3/11 (Thursday) 6:14:27          74.86                 6.90               6               0.68
2021/3/11 (Thursday) 6:14:28          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 6:14:29          74.75                 6.92               4               0.69
2021/3/11 (Thursday) 6:14:30          74.86                 6.90               8               0.62
2021/3/11 (Thursday) 6:14:31          74.86                 6.90               6               0.69
2021/3/11 (Thursday) 6:14:32          74.75                 6.90               12               0.71
2021/3/11 (Thursday) 6:14:33          74.75                 6.90               4               0.65
2021/3/11 (Thursday) 6:14:34          74.75                 6.90               12               0.70
2021/3/11 (Thursday) 6:14:35          74.86                 6.94               8               0.65
2021/3/11 (Thursday) 6:14:36          74.75                 6.90               6               0.71
2021/3/11 (Thursday) 6:14:37          74.75                 6.90               10               0.63
2021/3/11 (Thursday) 6:14:38          74.75                 6.92               4               0.70
2021/3/11 (Thursday) 6:14:39          74.86                 6.90               10               0.62
2021/3/11 (Thursday) 6:14:40          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:14:41          74.75                 6.89               8               0.71
2021/3/11 (Thursday) 6:14:42          74.75                 6.92               8               0.66
2021/3/11 (Thursday) 6:14:43          74.86                 6.90               4               0.72
2021/3/11 (Thursday) 6:14:44          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:14:45          74.75                 6.92               4               0.72
2021/3/11 (Thursday) 6:14:46          74.86                 6.90               10               0.64
2021/3/11 (Thursday) 6:14:47          74.75                 6.90               6               0.63
2021/3/11 (Thursday) 6:14:48          74.86                 6.87               10               0.70
2021/3/11 (Thursday) 6:14:49          74.86                 6.90               6               0.64
2021/3/11 (Thursday) 6:14:50          74.86                 6.90               4               0.71
2021/3/11 (Thursday) 6:14:51          74.86                 6.90               8               0.64
2021/3/11 (Thursday) 6:14:52          74.86                 6.90               4               0.72
2021/3/11 (Thursday) 6:14:53          74.97                 6.90               10               0.65
2021/3/11 (Thursday) 6:14:54          74.86                 6.92               6               0.71
2021/3/11 (Thursday) 6:14:55          74.86                 6.90               8               0.72
2021/3/11 (Thursday) 6:14:56          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 6:14:57          74.86                 6.89               10               0.72
2021/3/11 (Thursday) 6:14:58          74.86                 6.92               8               0.65
2021/3/11 (Thursday) 6:14:59          74.86                 6.90               4               0.72
2021/3/11 (Thursday) 6:15:0          74.75                 6.90               10               0.66
2021/3/11 (Thursday) 6:15:1          74.75                 6.92               4               0.70
2021/3/11 (Thursday) 6:15:2          74.86                 6.89               8               0.60
2021/3/11 (Thursday) 6:15:3          74.75                 6.92               4               0.61
2021/3/11 (Thursday) 6:15:4          74.86                 6.89               10               0.70
2021/3/11 (Thursday) 6:15:5          74.75                 6.92               10               0.63
2021/3/11 (Thursday) 6:15:6          74.75                 6.90               4               0.70
2021/3/11 (Thursday) 6:15:7          74.75                 6.90               10               0.65
2021/3/11 (Thursday) 6:15:8          74.75                 6.92               6               0.72
2021/3/11 (Thursday) 6:15:9          74.86                 6.89               8               0.66
2021/3/11 (Thursday) 6:15:10          74.75                 6.90               6               0.74
2021/3/11 (Thursday) 6:15:11          74.75                 6.90               8               0.75
2021/3/11 (Thursday) 6:15:12          74.75                 6.94               6               0.68
2021/3/11 (Thursday) 6:15:13          74.75                 6.90               4               0.74
2021/3/11 (Thursday) 6:15:14          74.75                 6.94               10               0.65
2021/3/11 (Thursday) 6:15:15          74.75                 6.89               6               0.72
2021/3/11 (Thursday) 6:15:16          74.86                 6.90               10               0.64
2021/3/11 (Thursday) 6:15:17          74.86                 6.92               4               0.71
2021/3/11 (Thursday) 6:15:18          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:15:19          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:15:20          74.86                 6.89               10               0.73
2021/3/11 (Thursday) 6:15:21          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 6:15:22          74.75                 6.89               4               0.74
2021/3/11 (Thursday) 6:15:23          74.97                 6.90               8               0.65
2021/3/11 (Thursday) 6:15:24          74.86                 6.94               6               0.72
2021/3/11 (Thursday) 6:15:25          74.86                 6.89               12               0.64
2021/3/11 (Thursday) 6:15:26          74.86                 6.90               6               0.65
2021/3/11 (Thursday) 6:15:27          74.86                 6.90               8               0.72
2021/3/11 (Thursday) 6:15:28          74.86                 6.92               4               0.65
2021/3/11 (Thursday) 6:15:29          74.97                 6.90               6               0.72
2021/3/11 (Thursday) 6:15:30          74.97                 6.92               8               0.66
2021/3/11 (Thursday) 6:15:31          74.86                 6.92               6               0.73
2021/3/11 (Thursday) 6:15:32          74.97                 6.89               8               0.66
2021/3/11 (Thursday) 6:15:33          74.86                 6.92               6               0.73
2021/3/11 (Thursday) 6:15:34          74.97                 6.90               10               0.73
2021/3/11 (Thursday) 6:15:35          74.86                 6.90               4               0.66
2021/3/11 (Thursday) 6:15:36          74.97                 6.90               6               0.73
2021/3/11 (Thursday) 6:15:37          74.86                 6.92               10               0.65
2021/3/11 (Thursday) 6:15:38          74.86                 6.90               4               0.72
2021/3/11 (Thursday) 6:15:39          74.86                 6.92               10               0.65
2021/3/11 (Thursday) 6:15:40          74.86                 6.92               8               0.72
2021/3/11 (Thursday) 6:15:41          74.97                 6.90               12               0.66
2021/3/11 (Thursday) 6:15:42          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 6:15:43          74.86                 6.89               10               0.73
2021/3/11 (Thursday) 6:15:44          74.86                 6.92               10               0.67
2021/3/11 (Thursday) 6:15:45          74.86                 6.90               6               0.74
2021/3/11 (Thursday) 6:15:46          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 6:15:47          74.86                 6.92               4               0.73
2021/3/11 (Thursday) 6:15:48          74.86                 6.90               10               0.64
2021/3/11 (Thursday) 6:15:49          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 6:15:50          74.86                 6.90               10               0.72
2021/3/11 (Thursday) 6:15:51          74.86                 6.90               4               0.65
2021/3/11 (Thursday) 6:15:52          74.86                 6.92               4               0.73
2021/3/11 (Thursday) 6:15:53          74.86                 6.94               10               0.68
2021/3/11 (Thursday) 6:15:54          74.97                 6.90               6               0.74
2021/3/11 (Thursday) 6:15:55          74.97                 6.90               8               0.67
2021/3/11 (Thursday) 6:15:56          74.86                 6.92               6               0.74
2021/3/11 (Thursday) 6:15:57          74.97                 6.90               10               0.72
2021/3/11 (Thursday) 6:15:58          74.86                 6.92               4               0.66
2021/3/11 (Thursday) 6:15:59          74.97                 6.89               8               0.74
2021/3/11 (Thursday) 6:16:0          74.86                 6.92               12               0.65
2021/3/11 (Thursday) 6:16:1          74.86                 6.89               6               0.71
2021/3/11 (Thursday) 6:16:2          74.97                 6.90               12               0.65
2021/3/11 (Thursday) 6:16:3          74.86                 6.92               6               0.72
2021/3/11 (Thursday) 6:16:4          74.86                 6.90               10               0.66
2021/3/11 (Thursday) 6:16:5          74.75                 6.92               4               0.66
2021/3/11 (Thursday) 6:16:6          74.86                 6.90               10               0.74
2021/3/11 (Thursday) 6:16:7          74.86                 6.92               4               0.67
2021/3/11 (Thursday) 6:16:8          74.86                 6.89               4               0.73
2021/3/11 (Thursday) 6:16:9          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:16:10          74.86                 6.90               6               0.73
2021/3/11 (Thursday) 6:16:11          74.86                 6.89               10               0.65
2021/3/11 (Thursday) 6:16:12          74.75                 6.90               6               0.72
2021/3/11 (Thursday) 6:16:13          74.86                 6.89               8               0.73
2021/3/11 (Thursday) 6:16:14          74.75                 6.92               6               0.66
2021/3/11 (Thursday) 6:16:15          74.86                 6.90               6               0.74
2021/3/11 (Thursday) 6:16:16          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 6:16:17          74.75                 6.90               2               0.74
2021/3/11 (Thursday) 6:16:18          74.86                 6.92               10               0.65
2021/3/11 (Thursday) 6:16:19          74.86                 6.92               4               0.72
2021/3/11 (Thursday) 6:16:20          74.86                 6.90               10               0.65
2021/3/11 (Thursday) 6:16:21          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 6:16:22          74.86                 6.92               10               0.73
2021/3/11 (Thursday) 6:16:23          74.86                 6.94               10               0.66
2021/3/11 (Thursday) 6:16:24          74.86                 6.90               6               0.73
2021/3/11 (Thursday) 6:16:25          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:16:26          74.75                 6.90               4               0.71
2021/3/11 (Thursday) 6:16:27          74.75                 6.90               10               0.64
2021/3/11 (Thursday) 6:16:28          74.75                 6.90               4               0.64
2021/3/11 (Thursday) 6:16:29          74.75                 6.89               12               0.72
2021/3/11 (Thursday) 6:16:30          74.75                 6.92               4               0.65
2021/3/11 (Thursday) 6:16:31          74.75                 6.89               2               0.72
2021/3/11 (Thursday) 6:16:32          74.75                 6.94               10               0.65
2021/3/11 (Thursday) 6:16:33          74.64                 6.92               4               0.70
2021/3/11 (Thursday) 6:16:34          74.75                 6.90               10               0.63
2021/3/11 (Thursday) 6:16:35          74.75                 6.94               6               0.70
2021/3/11 (Thursday) 6:16:36          74.86                 6.90               10               0.70
2021/3/11 (Thursday) 6:16:37          74.86                 6.94               4               0.63
2021/3/11 (Thursday) 6:16:38          74.86                 6.89               8               0.72
2021/3/11 (Thursday) 6:16:39          74.86                 6.92               8               0.65
2021/3/11 (Thursday) 6:16:40          74.75                 6.90               4               0.72
2021/3/11 (Thursday) 6:16:41          74.75                 6.89               6               0.63
2021/3/11 (Thursday) 6:16:42          74.75                 6.92               4               0.69
2021/3/11 (Thursday) 6:16:43          74.86                 6.89               10               0.63
2021/3/11 (Thursday) 6:16:44          74.75                 6.92               6               0.63
2021/3/11 (Thursday) 6:16:45          74.86                 6.90               8               0.70
2021/3/11 (Thursday) 6:16:46          74.86                 6.90               8               0.63
2021/3/11 (Thursday) 6:16:47          74.75                 6.90               6               0.70
2021/3/11 (Thursday) 6:16:48          74.86                 6.90               10               0.60
2021/3/11 (Thursday) 6:16:49          74.75                 6.92               6               0.68
2021/3/11 (Thursday) 6:16:50          74.75                 6.90               10               0.61
2021/3/11 (Thursday) 6:16:51          74.75                 6.94               6               0.68
2021/3/11 (Thursday) 6:16:52          74.86                 6.90               10               0.70
2021/3/11 (Thursday) 6:16:53          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 6:16:54          74.86                 6.90               10               0.70
2021/3/11 (Thursday) 6:16:55          74.86                 6.92               8               0.63
2021/3/11 (Thursday) 6:16:56          74.86                 6.89               6               0.68
2021/3/11 (Thursday) 6:16:57          74.86                 6.89               10               0.59
2021/3/11 (Thursday) 6:16:58          74.86                 6.90               6               0.68
2021/3/11 (Thursday) 6:16:59          74.86                 6.87               10               0.68
2021/3/11 (Thursday) 6:17:0          74.86                 6.94               4               0.61
2021/3/11 (Thursday) 6:17:1          74.86                 6.89               8               0.69
2021/3/11 (Thursday) 6:17:2          74.75                 6.92               10               0.64
2021/3/11 (Thursday) 6:17:3          74.86                 6.90               4               0.71
2021/3/11 (Thursday) 6:17:4          74.86                 6.92               8               0.63
2021/3/11 (Thursday) 6:17:5          74.86                 6.94               6               0.71
2021/3/11 (Thursday) 6:17:6          74.86                 6.89               10               0.64
2021/3/11 (Thursday) 6:17:7          74.75                 6.90               6               0.64
2021/3/11 (Thursday) 6:17:8          74.75                 6.90               10               0.69
2021/3/11 (Thursday) 6:17:9          74.75                 6.92               4               0.63
2021/3/11 (Thursday) 6:17:10          74.75                 6.90               4               0.69
2021/3/11 (Thursday) 6:17:11          74.86                 6.94               10               0.62
2021/3/11 (Thursday) 6:17:12          74.75                 6.94               6               0.69
2021/3/11 (Thursday) 6:17:13          74.75                 6.89               10               0.65
2021/3/11 (Thursday) 6:17:14          74.75                 6.94               6               0.70
2021/3/11 (Thursday) 6:17:15          74.86                 6.92               8               0.70
2021/3/11 (Thursday) 6:17:16          74.86                 6.92               6               0.65
2021/3/11 (Thursday) 6:17:17          74.86                 6.90               10               0.71
2021/3/11 (Thursday) 6:17:18          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 6:17:19          74.75                 6.90               6               0.72
2021/3/11 (Thursday) 6:17:20          74.86                 6.89               10               0.65
2021/3/11 (Thursday) 6:17:21          74.75                 6.92               4               0.71
2021/3/11 (Thursday) 6:17:22          74.86                 6.90               8               0.63
2021/3/11 (Thursday) 6:17:23          74.86                 6.90               4               0.63
2021/3/11 (Thursday) 6:17:24          74.86                 6.89               8               0.69
2021/3/11 (Thursday) 6:17:25          74.86                 6.90               8               0.65
2021/3/11 (Thursday) 6:17:26          74.86                 6.89               6               0.71
2021/3/11 (Thursday) 6:17:27          74.86                 6.90               8               0.66
2021/3/11 (Thursday) 6:17:28          74.86                 6.90               6               0.75
2021/3/11 (Thursday) 6:17:29          74.86                 6.90               12               0.68
2021/3/11 (Thursday) 6:17:30          74.75                 6.90               6               0.74
2021/3/11 (Thursday) 6:17:31          74.86                 6.90               12               0.74
2021/3/11 (Thursday) 6:17:32          74.86                 6.90               8               0.67
2021/3/11 (Thursday) 6:17:33          74.75                 6.89               4               0.74
2021/3/11 (Thursday) 6:17:34          74.86                 6.92               10               0.66
2021/3/11 (Thursday) 6:17:35          74.75                 6.92               6               0.70
2021/3/11 (Thursday) 6:17:36          74.86                 6.89               10               0.63
2021/3/11 (Thursday) 6:17:37          
